village,wave,treat,treat_event,treat_cum,district,province,region,dist,elevation,pop,lang,ethnicity,stab,SIKA,Project,idname,stab_std,vil_wave,measured,treated,cohort,first.treat
BLB-080,1,0,0,0,Bala Boluk,Farah,RC-West,16562.516052,745.312317,897,Pashto,Pashtun,3.19333333333333,4,4,585,-0.5727433331674268,BLB-080 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-080,2,0,0,0,Bala Boluk,Farah,RC-West,16562.516052,745.312317,897,Pashto,Pashtun,3.13125,4,4,585,-0.7037669338783342,BLB-080 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-080,3,0,0,0,Bala Boluk,Farah,RC-West,16562.516052,745.312317,897,Pashto,Pashtun,2.98541666666667,4,4,585,-1.0115404925952418,BLB-080 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-080,4,0,0,0,Bala Boluk,Farah,RC-West,16562.516052,745.312317,897,Pashto,Pashtun,2.8,4,4,585,-1.402852588678184,BLB-080 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-080,5,0,0,0,Bala Boluk,Farah,RC-West,16562.516052,745.312317,897,Pashto,Pashtun,3.14888888888889,4,4,585,-0.666540989157334,BLB-080 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-091,1,0,0,0,Bala Boluk,Farah,RC-West,60654.149393,1135.83606,176,Pashto,Pashtun,2.69523809523809,4,4,588,-1.62394706351157,BLB-091 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-091,2,0,0,0,Bala Boluk,Farah,RC-West,60654.149393,1135.83606,176,Pashto,Pashtun,3.7,4,4,588,0.4965499451176334,BLB-091 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-091,3,0,0,0,Bala Boluk,Farah,RC-West,60654.149393,1135.83606,176,Pashto,Pashtun,2.21041666666667,4,4,588,-2.647137118919418,BLB-091 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-091,4,0,0,0,Bala Boluk,Farah,RC-West,60654.149393,1135.83606,176,Pashto,Pashtun,3.94375,4,4,588,1.0109714646873336,BLB-091 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-091,5,0,0,0,Bala Boluk,Farah,RC-West,60654.149393,1135.83606,176,Pashto,Pashtun,3.34888888888889,4,4,588,-0.24445153720270762,BLB-091 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-102,1,0,0,0,Bala Boluk,Farah,RC-West,35687.513506,713.473877,2144,Pashto,Pashtun,2.47083333333333,4,4,594,-2.0975414783535125,BLB-102 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-102,2,0,0,0,Bala Boluk,Farah,RC-West,35687.513506,713.473877,2144,Pashto,Pashtun,3.09333333333333,4,4,594,-0.7837880591447389,BLB-102 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-102,3,0,0,0,Bala Boluk,Farah,RC-West,35687.513506,713.473877,2144,Pashto,Pashtun,3.04791666666667,4,4,594,-0.8796375388594212,BLB-102 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-102,4,0,0,0,Bala Boluk,Farah,RC-West,35687.513506,713.473877,2144,Pashto,Pashtun,2.93809523809524,4,4,594,-1.1114098718523662,BLB-102 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-102,5,0,0,0,Bala Boluk,Farah,RC-West,35687.513506,713.473877,2144,Pashto,Pashtun,3.49487179487179,4,4,594,0.0636376867026218,BLB-102 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-111,1,0,0,0,Bala Boluk,Farah,RC-West,11513.179719,781.020386,1130,Pashto,Pashtun,2.8375,4,4,599,-1.3237108164366915,BLB-111 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-111,2,0,0,0,Bala Boluk,Farah,RC-West,11513.179719,781.020386,1130,Pashto,Pashtun,2.98888888888889,4,4,599,-1.0042125507210349,BLB-111 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-111,3,0,0,0,Bala Boluk,Farah,RC-West,11513.179719,781.020386,1130,Pashto,Pashtun,3.02916666666667,4,4,599,-0.919208424980168,BLB-111 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-111,4,0,0,0,Bala Boluk,Farah,RC-West,11513.179719,781.020386,1130,Pashto,Pashtun,3.85833333333333,4,4,599,0.8307040945817045,BLB-111 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-111,5,0,0,0,Bala Boluk,Farah,RC-West,11513.179719,781.020386,1130,Pashto,Pashtun,3.0375,4,4,599,-0.9016213644820652,BLB-111 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-113,1,0,0,0,Bala Boluk,Farah,RC-West,20863.526768,737.524719,1317,Pashto,Pashtun,2.78461538461538,4,4,601,-1.4353210080593184,BLB-113 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-113,2,0,0,0,Bala Boluk,Farah,RC-West,20863.526768,737.524719,1317,Pashto,Pashtun,3.34444444444444,4,4,601,-0.2538313028017111,BLB-113 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-113,3,0,0,0,Bala Boluk,Farah,RC-West,20863.526768,737.524719,1317,Pashto,Pashtun,2.23111111111111,4,4,601,-2.603462585349122,BLB-113 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-113,4,0,0,0,Bala Boluk,Farah,RC-West,20863.526768,737.524719,1317,Pashto,Pashtun,3.37083333333333,4,4,601,-0.19813894455769582,BLB-113 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-113,5,0,0,0,Bala Boluk,Farah,RC-West,20863.526768,737.524719,1317,Pashto,Pashtun,3.28444444444444,4,4,601,-0.380458138388099,BLB-113 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-129,1,0,0,0,Bala Boluk,Farah,RC-West,11559.05918,758.428528,1722,Pashto,Pashtun,2.6125,4,4,606,-1.7985614498856457,BLB-129 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-129,2,0,0,0,Bala Boluk,Farah,RC-West,11559.05918,758.428528,1722,Pashto,Pashtun,3.92051282051282,4,4,606,0.9619306229137577,BLB-129 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-129,3,0,0,0,Bala Boluk,Farah,RC-West,11559.05918,758.428528,1722,Pashto,Pashtun,1.93541666666667,4,4,606,-3.2275101153570285,BLB-129 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-129,4,0,0,0,Bala Boluk,Farah,RC-West,11559.05918,758.428528,1722,Pashto,Pashtun,2.82666666666667,4,4,606,-1.346573995084226,BLB-129 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-129,5,0,0,0,Bala Boluk,Farah,RC-West,11559.05918,758.428528,1722,Pashto,Pashtun,3.24358974358974,4,4,606,-0.4666798298557515,BLB-129 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-134,1,0,0,0,Bala Boluk,Farah,RC-West,14165.496771,764.899414,967,Pashto,Pashtun,3.0375,4,4,608,-0.9016213644820652,BLB-134 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-134,2,0,0,0,Bala Boluk,Farah,RC-West,14165.496771,764.899414,967,Pashto,Pashtun,2.76666666666667,4,4,608,-1.473200830670614,BLB-134 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-134,3,0,0,0,Bala Boluk,Farah,RC-West,14165.496771,764.899414,967,Pashto,Pashtun,2.82083333333333,4,4,608,-1.3588849374329166,BLB-134 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-134,4,0,0,0,Bala Boluk,Farah,RC-West,14165.496771,764.899414,967,Pashto,Pashtun,2.50208333333333,4,4,608,-2.031590001485602,BLB-134 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
BLB-134,5,0,0,0,Bala Boluk,Farah,RC-West,14165.496771,764.899414,967,Pashto,Pashtun,2.83125,4,4,608,-1.3369011118102736,BLB-134 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
BRB-120,1,0,0,0,Baraki Barak,Logar,RC-East,6781.055569,1957.978027,490,Pashto,Ormuri,2.44583333333333,1,1,660,-2.1503026598478403,BRB-120 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
BRB-120,2,0,0,0,Baraki Barak,Logar,RC-East,6781.055569,1957.978027,490,Pashto,Ormuri,3.21333333333333,1,1,660,-0.5305343879719642,BRB-120 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
BRB-120,3,0,0,0,Baraki Barak,Logar,RC-East,6781.055569,1957.978027,490,Pashto,Ormuri,3.71111111111111,1,1,660,0.5199993591151097,BRB-120 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
BRB-120,4,0,0,0,Baraki Barak,Logar,RC-East,6781.055569,1957.978027,490,Pashto,Ormuri,3.1375,1,1,660,-0.690576638504752,BRB-120 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
BRB-120,5,0,0,0,Baraki Barak,Logar,RC-East,6781.055569,1957.978027,490,Pashto,Ormuri,2.96888888888889,1,1,660,-1.0464214959164977,BRB-120 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-006,1,0,0,0,Chahar Darah,Kunduz,RC-North,5102.554963,399.710785,851,Dari,Pashtun,3.90888888888889,2,2,752,0.9373989282702451,CHD-006 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-006,2,0,0,0,Chahar Darah,Kunduz,RC-North,5102.554963,399.710785,851,Dari,Pashtun,2.9375,2,2,752,-1.1126660904593784,CHD-006 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-006,3,0,0,0,Chahar Darah,Kunduz,RC-North,5102.554963,399.710785,851,Dari,Pashtun,3.5,2,2,752,0.0744604931630071,CHD-006 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-006,4,0,0,0,Chahar Darah,Kunduz,RC-North,5102.554963,399.710785,851,Dari,Pashtun,3.44666666666667,2,2,752,-0.03809669402488638,CHD-006 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-006,5,0,0,0,Chahar Darah,Kunduz,RC-North,5102.554963,399.710785,851,Dari,Pashtun,2.90208333333333,2,2,752,-1.1874110975763503,CHD-006 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-017,1,0,0,0,Chahar Darah,Kunduz,RC-North,20386.452234,369.791107,605,Dari,Pashtun/Uzbek,2.80606060606061,2,2,759,-1.3900619992250045,CHD-017 1,1 2 3 4 5,0 0 1 0 0,Wave 3 treated,3
CHD-017,2,0,0,0,Chahar Darah,Kunduz,RC-North,20386.452234,369.791107,605,Dari,Pashtun/Uzbek,3.2375,2,2,759,-0.4795319125274398,CHD-017 2,1 2 3 4 5,0 0 1 0 0,Wave 3 treated,3
CHD-017,3,1,1,1,Chahar Darah,Kunduz,RC-North,20386.452234,369.791107,605,Dari,Pashtun/Uzbek,3.72916666666667,2,2,759,0.5581046568610232,CHD-017 3,1 2 3 4 5,0 0 1 0 0,Wave 3 treated,3
CHD-017,4,0,1,1,Chahar Darah,Kunduz,RC-North,20386.452234,369.791107,605,Dari,Pashtun/Uzbek,2.72051282051282,2,2,759,-1.5706060888139972,CHD-017 4,1 2 3 4 5,0 0 1 0 0,Wave 3 treated,3
CHD-017,5,0,1,1,Chahar Darah,Kunduz,RC-North,20386.452234,369.791107,605,Dari,Pashtun/Uzbek,3.22857142857143,2,2,759,-0.49837519163255367,CHD-017 5,1 2 3 4 5,0 0 1 0 0,Wave 3 treated,3
CHD-025,1,0,0,0,Chahar Darah,Kunduz,RC-North,7929.329058,385.571014,334,Uzbek,Pashtun,3.36444444444444,2,2,767,-0.21162235760624848,CHD-025 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-025,2,0,0,0,Chahar Darah,Kunduz,RC-North,7929.329058,385.571014,334,Uzbek,Pashtun,3.28958333333333,2,2,767,-0.3696127844142622,CHD-025 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-025,3,0,0,0,Chahar Darah,Kunduz,RC-North,7929.329058,385.571014,334,Uzbek,Pashtun,3.86875,2,2,767,0.8526879202043485,CHD-025 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-025,4,0,0,0,Chahar Darah,Kunduz,RC-North,7929.329058,385.571014,334,Uzbek,Pashtun,4.19555555555556,2,2,767,1.5423938094052163,CHD-025 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-025,5,0,0,0,Chahar Darah,Kunduz,RC-North,7929.329058,385.571014,334,Uzbek,Pashtun,2.26666666666667,2,2,767,-2.528424460557179,CHD-025 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-029,1,0,0,0,Chahar Darah,Kunduz,RC-North,2894.970868,444.131989,1034,Pashto,Pashtun,4.24,2,2,770,1.6361914653951235,CHD-029 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-029,2,0,0,0,Chahar Darah,Kunduz,RC-North,2894.970868,444.131989,1034,Pashto,Pashtun,3.78888888888889,2,2,770,0.6841452570974693,CHD-029 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-029,3,0,0,0,Chahar Darah,Kunduz,RC-North,2894.970868,444.131989,1034,Pashto,Pashtun,3.74871794871795,2,2,770,0.5993666064911986,CHD-029 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-029,4,0,0,0,Chahar Darah,Kunduz,RC-North,2894.970868,444.131989,1034,Pashto,Pashtun,3.49777777777778,2,2,770,0.06977061036351614,CHD-029 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-029,5,0,0,0,Chahar Darah,Kunduz,RC-North,2894.970868,444.131989,1034,Pashto,Pashtun,3.90666666666667,2,2,770,0.9327090454707532,CHD-029 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-031,1,0,0,0,Chahar Darah,Kunduz,RC-North,5861.826927,391.764313,1110,Pashto,Pashtun,2.53333333333333,2,2,772,-1.9656385246176917,CHD-031 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-031,2,0,0,0,Chahar Darah,Kunduz,RC-North,5861.826927,391.764313,1110,Pashto,Pashtun,3.51875,2,2,772,0.1140313792837529,CHD-031 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-031,3,0,0,0,Chahar Darah,Kunduz,RC-North,5861.826927,391.764313,1110,Pashto,Pashtun,3.5125,2,2,772,0.10084108391017159,CHD-031 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-031,4,0,0,0,Chahar Darah,Kunduz,RC-North,5861.826927,391.764313,1110,Pashto,Pashtun,2.72222222222222,2,2,772,-1.5669984866605426,CHD-031 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-031,5,0,0,0,Chahar Darah,Kunduz,RC-North,5861.826927,391.764313,1110,Pashto,Pashtun,3.27291666666667,2,2,772,-0.4047869054104678,CHD-031 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-032,1,0,0,0,Chahar Darah,Kunduz,RC-North,7096.308065,394.658997,1159,Uzbek,Pashtun,3.16666666666667,2,2,773,-0.6290219267613623,CHD-032 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-032,2,0,0,0,Chahar Darah,Kunduz,RC-North,7096.308065,394.658997,1159,Uzbek,Pashtun,3.02142857142857,2,2,773,-0.9355392668712793,CHD-032 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-032,3,0,0,0,Chahar Darah,Kunduz,RC-North,7096.308065,394.658997,1159,Uzbek,Pashtun,3.61,2,2,773,0.3066096917380511,CHD-032 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-032,4,0,0,0,Chahar Darah,Kunduz,RC-North,7096.308065,394.658997,1159,Uzbek,Pashtun,3.66,2,2,773,0.4121320547267081,CHD-032 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-032,5,0,0,0,Chahar Darah,Kunduz,RC-North,7096.308065,394.658997,1159,Uzbek,Pashtun,3.52888888888889,2,2,773,0.1354289695564551,CHD-032 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-033,1,0,0,0,Chahar Darah,Kunduz,RC-North,8781.93842,430.383301,403,Pashto,Pashtun,3.86944444444444,2,2,774,0.8541535085791817,CHD-033 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-033,2,0,0,0,Chahar Darah,Kunduz,RC-North,8781.93842,430.383301,403,Pashto,Pashtun,3.16904761904762,2,2,774,-0.6239970523333367,CHD-033 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-033,3,0,0,0,Chahar Darah,Kunduz,RC-North,8781.93842,430.383301,403,Pashto,Pashtun,3.30555555555555,2,2,774,-0.33590425179289085,CHD-033 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-033,4,0,0,0,Chahar Darah,Kunduz,RC-North,8781.93842,430.383301,403,Pashto,Pashtun,4.02727272727273,2,2,774,1.187241775588845,CHD-033 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-033,5,0,0,0,Chahar Darah,Kunduz,RC-North,8781.93842,430.383301,403,Pashto,Pashtun,3.07291666666667,2,2,774,-0.8268763573650931,CHD-033 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-034,1,0,0,0,Chahar Darah,Kunduz,RC-North,4923.259433,380.751495,571,Pashto,Pashtun,3.77435897435897,2,2,775,0.6534806387930613,CHD-034 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-034,2,0,0,0,Chahar Darah,Kunduz,RC-North,4923.259433,380.751495,571,Pashto,Pashtun,3.84583333333333,2,2,775,0.804323503834541,CHD-034 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-034,3,0,0,0,Chahar Darah,Kunduz,RC-North,4923.259433,380.751495,571,Pashto,Pashtun,4.07916666666667,2,2,775,1.2967611977816187,CHD-034 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-034,4,0,0,0,Chahar Darah,Kunduz,RC-North,4923.259433,380.751495,571,Pashto,Pashtun,3.02592592592593,2,2,775,-0.9260478373960973,CHD-034 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-034,5,0,0,0,Chahar Darah,Kunduz,RC-North,4923.259433,380.751495,571,Pashto,Pashtun,2.73125,2,2,775,-1.5479458377875859,CHD-034 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-035,1,0,0,0,Chahar Darah,Kunduz,RC-North,6659.780764,383.283295,107,Dari,Pashtun,3.52083333333333,2,2,776,0.11842814440827344,CHD-035 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-035,2,0,0,0,Chahar Darah,Kunduz,RC-North,6659.780764,383.283295,107,Dari,Pashtun,3.05625,2,2,776,-0.8620504783613193,CHD-035 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-035,3,0,0,0,Chahar Darah,Kunduz,RC-North,6659.780764,383.283295,107,Dari,Pashtun,3.88205128205128,2,2,776,0.8807595744609417,CHD-035 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-035,4,0,0,0,Chahar Darah,Kunduz,RC-North,6659.780764,383.283295,107,Dari,Pashtun,4.14166666666667,2,2,776,1.4286641515174392,CHD-035 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-035,5,0,0,0,Chahar Darah,Kunduz,RC-North,6659.780764,383.283295,107,Dari,Pashtun,3.67916666666667,2,2,776,0.4525822938723661,CHD-035 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-040,1,0,0,0,Chahar Darah,Kunduz,RC-North,1745.975568,389.585693,418,Pashto,Pashtun,3.825,2,2,778,0.7603558525892746,CHD-040 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-040,2,0,0,0,Chahar Darah,Kunduz,RC-North,1745.975568,389.585693,418,Pashto,Pashtun,3.58125,2,2,778,0.24593433301957351,CHD-040 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-040,3,0,0,0,Chahar Darah,Kunduz,RC-North,1745.975568,389.585693,418,Pashto,Pashtun,4.26666666666667,2,2,778,1.6924700589890804,CHD-040 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-040,4,0,0,0,Chahar Darah,Kunduz,RC-North,1745.975568,389.585693,418,Pashto,Pashtun,3.84545454545454,2,2,778,0.8035240919937129,CHD-040 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-040,5,0,0,0,Chahar Darah,Kunduz,RC-North,1745.975568,389.585693,418,Pashto,Pashtun,3.28,2,2,778,-0.38983790398708185,CHD-040 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-042,1,0,0,0,Chahar Darah,Kunduz,RC-North,4316.739989,387.476501,64,Pashto,Pashtun,3.44358974358974,2,2,779,-0.044590377901126174,CHD-042 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-042,2,0,0,0,Chahar Darah,Kunduz,RC-North,4316.739989,387.476501,64,Pashto,Pashtun,3.43333333333333,2,2,779,-0.0662359908218752,CHD-042 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-042,3,0,0,0,Chahar Darah,Kunduz,RC-North,4316.739989,387.476501,64,Pashto,Pashtun,3.85833333333333,2,2,779,0.8307040945817045,CHD-042 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-042,4,0,0,0,Chahar Darah,Kunduz,RC-North,4316.739989,387.476501,64,Pashto,Pashtun,2.27777777777778,2,2,779,-2.5049750465597023,CHD-042 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-042,5,0,0,0,Chahar Darah,Kunduz,RC-North,4316.739989,387.476501,64,Pashto,Pashtun,4.2375,2,2,779,1.6309153472456899,CHD-042 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-044,1,0,0,0,Chahar Darah,Kunduz,RC-North,9875.077209,380.303986,2111,Dari,Pashtun/Uzbek,2.77179487179487,2,2,781,-1.4623780242102502,CHD-044 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-044,2,0,0,0,Chahar Darah,Kunduz,RC-North,9875.077209,380.303986,2111,Dari,Pashtun/Uzbek,3.08666666666667,2,2,781,-0.7978577075432127,CHD-044 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-044,3,0,0,0,Chahar Darah,Kunduz,RC-North,9875.077209,380.303986,2111,Dari,Pashtun/Uzbek,3.87777777777778,2,2,781,0.8717405690773051,CHD-044 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-044,4,0,0,0,Chahar Darah,Kunduz,RC-North,9875.077209,380.303986,2111,Dari,Pashtun/Uzbek,1.55416666666667,2,2,781,-4.032118133145534,CHD-044 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-044,5,0,0,0,Chahar Darah,Kunduz,RC-North,9875.077209,380.303986,2111,Dari,Pashtun/Uzbek,3.28958333333333,2,2,781,-0.3696127844142622,CHD-044 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-047,1,0,0,0,Chahar Darah,Kunduz,RC-North,2047.463618,380.171112,864,Pashto,Pashtun,2.71428571428571,2,2,784,-1.5837480680873182,CHD-047 1,1 2 3 4 5,0 1 1 1 1,Wave 2 treated,2
CHD-047,2,1,1,1,Chahar Darah,Kunduz,RC-North,2047.463618,380.171112,864,Pashto,Pashtun,3.35333333333333,2,2,784,-0.23507177160372572,CHD-047 2,1 2 3 4 5,0 1 1 1 1,Wave 2 treated,2
CHD-047,3,1,1,2,Chahar Darah,Kunduz,RC-North,2047.463618,380.171112,864,Pashto,Pashtun,3.90416666666667,2,2,784,0.9274329273213204,CHD-047 3,1 2 3 4 5,0 1 1 1 1,Wave 2 treated,2
CHD-047,4,1,1,3,Chahar Darah,Kunduz,RC-North,2047.463618,380.171112,864,Pashto,Pashtun,3.62777777777778,2,2,784,0.3441287541340228,CHD-047 4,1 2 3 4 5,0 1 1 1 1,Wave 2 treated,2
CHD-047,5,1,1,4,Chahar Darah,Kunduz,RC-North,2047.463618,380.171112,864,Pashto,Pashtun,3.45333333333333,2,2,784,-0.02402704562641258,CHD-047 5,1 2 3 4 5,0 1 1 1 1,Wave 2 treated,2
CHD-055,1,0,0,0,Chahar Darah,Kunduz,RC-North,8125.871463,380.456909,1101,Pashto,Pashtun,2.40769230769231,2,2,791,-2.2307972828968685,CHD-055 1,1 2 3 4 5,0 1 1 1 1,Wave 2 treated,2
CHD-055,2,1,1,1,Chahar Darah,Kunduz,RC-North,8125.871463,380.456909,1101,Pashto,Pashtun,3.55128205128205,2,2,791,0.18268855776675508,CHD-055 2,1 2 3 4 5,0 1 1 1 1,Wave 2 treated,2
CHD-055,3,1,1,2,Chahar Darah,Kunduz,RC-North,8125.871463,380.456909,1101,Pashto,Pashtun,3.4875,2,2,791,0.048079902415842604,CHD-055 3,1 2 3 4 5,0 1 1 1 1,Wave 2 treated,2
CHD-055,4,1,1,3,Chahar Darah,Kunduz,RC-North,8125.871463,380.456909,1101,Pashto,Pashtun,4.09,2,2,791,1.3196243764291533,CHD-055 4,1 2 3 4 5,0 1 1 1 1,Wave 2 treated,2
CHD-055,5,1,1,4,Chahar Darah,Kunduz,RC-North,8125.871463,380.456909,1101,Pashto,Pashtun,3.06428571428571,2,2,791,-0.8450915271667225,CHD-055 5,1 2 3 4 5,0 1 1 1 1,Wave 2 treated,2
CHD-058,1,0,0,0,Chahar Darah,Kunduz,RC-North,5598.405759,394.382507,851,Pashto,Pashtun,3.87619047619048,2,2,794,0.8683906527919547,CHD-058 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-058,2,0,0,0,Chahar Darah,Kunduz,RC-North,5598.405759,394.382507,851,Pashto,Pashtun,3.26888888888889,2,2,794,-0.41328731798455814,CHD-058 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-058,3,0,0,0,Chahar Darah,Kunduz,RC-North,5598.405759,394.382507,851,Pashto,Pashtun,3.37777777777778,2,2,794,-0.18348306080925963,CHD-058 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-058,4,0,0,0,Chahar Darah,Kunduz,RC-North,5598.405759,394.382507,851,Pashto,Pashtun,2.95714285714286,2,2,794,-1.0712108764281145,CHD-058 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-058,5,0,0,0,Chahar Darah,Kunduz,RC-North,5598.405759,394.382507,851,Pashto,Pashtun,2.93958333333333,2,2,794,-1.1082693253348577,CHD-058 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-060,1,0,0,0,Chahar Darah,Kunduz,RC-North,8394.796977,380.455505,370,Uzbek,Pashtun,3.30625,2,2,795,-0.33443866341803696,CHD-060 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-060,2,0,0,0,Chahar Darah,Kunduz,RC-North,8394.796977,380.455505,370,Uzbek,Pashtun,3.34375,2,2,795,-0.2552968911765444,CHD-060 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-060,3,0,0,0,Chahar Darah,Kunduz,RC-North,8394.796977,380.455505,370,Uzbek,Pashtun,3.94,2,2,795,1.003057287463184,CHD-060 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-060,4,0,0,0,Chahar Darah,Kunduz,RC-North,8394.796977,380.455505,370,Uzbek,Pashtun,3.32444444444444,2,2,795,-0.2960402479971737,CHD-060 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
CHD-060,5,0,0,0,Chahar Darah,Kunduz,RC-North,8394.796977,380.455505,370,Uzbek,Pashtun,3.26888888888889,2,2,795,-0.41328731798455814,CHD-060 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
