village,wave,treat,treat_event,treat_cum,district,province,region,dist,elevation,pop,lang,ethnicity,stab,SIKA,Project,idname,stab_std,vil_wave,measured,treated,cohort,first.treat
AG1-031,3,0,0,0,Arghandab (1),Kandahar,RC-South,6487.119626,1018.710022,878,Pashto,Pashtun,3.95416666666667,3,3,113,1.0329552903099775,AG1-031 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
AG1-031,4,0,0,0,Arghandab (1),Kandahar,RC-South,6487.119626,1018.710022,878,Pashto,Pashtun,3.425,3,3,113,-0.083823051319978,AG1-031 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
AG1-031,5,0,0,0,Arghandab (1),Kandahar,RC-South,6487.119626,1018.710022,878,Pashto,Pashtun,3.27857142857143,3,3,113,-0.3928528286438976,AG1-031 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
AG1-032,1,0,0,0,Arghandab (1),Kandahar,RC-South,5281.596854,1015.909973,906,Pashto,Pashtun,3.33333333333333,3,3,114,-0.27728071679918836,AG1-032 1,1 2 3 4 5,0 0 0 0 1,Wave 5 treated,5
AG1-032,2,0,0,0,Arghandab (1),Kandahar,RC-South,5281.596854,1015.909973,906,Pashto,Pashtun,3.27555555555556,3,3,114,-0.39921766958606375,AG1-032 2,1 2 3 4 5,0 0 0 0 1,Wave 5 treated,5
AG1-032,3,0,0,0,Arghandab (1),Kandahar,RC-South,5281.596854,1015.909973,906,Pashto,Pashtun,3.56875,3,3,114,0.21955374227240995,AG1-032 3,1 2 3 4 5,0 0 0 0 1,Wave 5 treated,5
AG1-032,4,0,0,0,Arghandab (1),Kandahar,RC-South,5281.596854,1015.909973,906,Pashto,Pashtun,3.66875,3,3,114,0.4305984682497231,AG1-032 4,1 2 3 4 5,0 0 0 0 1,Wave 5 treated,5
AG1-032,5,1,1,1,Arghandab (1),Kandahar,RC-South,5281.596854,1015.909973,906,Pashto,Pashtun,3.4625,3,3,114,-0.00468127907848545,AG1-032 5,1 2 3 4 5,0 0 0 0 1,Wave 5 treated,5
AG1-035,1,0,0,0,Arghandab (1),Kandahar,RC-South,4809.408709,993.033691,2927,Pashto,Pashtun,3.68958333333333,3,3,117,0.47456611949498945,AG1-035 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
AG1-035,2,0,0,0,Arghandab (1),Kandahar,RC-South,4809.408709,993.033691,2927,Pashto,Pashtun,3.43541666666667,3,3,117,-0.06183922569733405,AG1-035 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
AG1-035,3,0,0,0,Arghandab (1),Kandahar,RC-South,4809.408709,993.033691,2927,Pashto,Pashtun,3.40444444444444,3,3,117,-0.12720446721532322,AG1-035 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
AG1-035,4,0,0,0,Arghandab (1),Kandahar,RC-South,4809.408709,993.033691,2927,Pashto,Pashtun,4.11777777777778,3,3,117,1.3782479114228567,AG1-035 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
AG1-035,5,0,0,0,Arghandab (1),Kandahar,RC-South,4809.408709,993.033691,2927,Pashto,Pashtun,2.65641025641026,3,3,117,-1.705891169568677,AG1-035 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
AG1-036,1,0,0,0,Arghandab (1),Kandahar,RC-South,2535.913221,998.630981,336,Pashto,Pashtun,3.43571428571429,3,3,118,-0.06121111639382803,AG1-036 1,1 2 3 4 5,0 0 1 1 0,Wave 3 treated,3
AG1-036,2,0,0,0,Arghandab (1),Kandahar,RC-South,2535.913221,998.630981,336,Pashto,Pashtun,3.66428571428571,3,3,118,0.4211768286971554,AG1-036 2,1 2 3 4 5,0 0 1 1 0,Wave 3 treated,3
AG1-036,3,1,1,1,Arghandab (1),Kandahar,RC-South,2535.913221,998.630981,336,Pashto,Pashtun,3.43541666666667,3,3,118,-0.06183922569733405,AG1-036 3,1 2 3 4 5,0 0 1 1 0,Wave 3 treated,3
AG1-036,4,1,1,2,Arghandab (1),Kandahar,RC-South,2535.913221,998.630981,336,Pashto,Pashtun,3.05,3,3,118,-0.8752407737349016,AG1-036 4,1 2 3 4 5,0 0 1 1 0,Wave 3 treated,3
AG1-036,5,0,1,2,Arghandab (1),Kandahar,RC-South,2535.913221,998.630981,336,Pashto,Pashtun,3.88125,3,3,118,0.879068510951513,AG1-036 5,1 2 3 4 5,0 0 1 1 0,Wave 3 treated,3
AG1-047,1,0,0,0,Arghandab (1),Kandahar,RC-South,7666.379386,990.965515,1313,Pashto,Pashtun,3.63333333333333,3,3,129,0.35585346113275107,AG1-047 1,1 2 3 4 5,0 0 0 1 1,Wave 4 treated,4
AG1-047,2,0,0,0,Arghandab (1),Kandahar,RC-South,7666.379386,990.965515,1313,Pashto,Pashtun,3.875,3,3,129,0.8658782155779307,AG1-047 2,1 2 3 4 5,0 0 0 1 1,Wave 4 treated,4
AG1-047,3,0,0,0,Arghandab (1),Kandahar,RC-South,7666.379386,990.965515,1313,Pashto,Pashtun,3.29555555555556,3,3,129,-0.3570087243906011,AG1-047 3,1 2 3 4 5,0 0 0 1 1,Wave 4 treated,4
AG1-047,4,1,1,1,Arghandab (1),Kandahar,RC-South,7666.379386,990.965515,1313,Pashto,Pashtun,3.87916666666667,3,3,129,0.8746717458269924,AG1-047 4,1 2 3 4 5,0 0 0 1 1,Wave 4 treated,4
AG1-047,5,1,1,2,Arghandab (1),Kandahar,RC-South,7666.379386,990.965515,1313,Pashto,Pashtun,4.09375,3,3,129,1.3275385536533029,AG1-047 5,1 2 3 4 5,0 0 0 1 1,Wave 4 treated,4
AG1-061,1,0,0,0,Arghandab (1),Kandahar,RC-South,10480.042372,1031.363037,1128,Pashto,Pashtun,3.79375,3,3,138,0.6944043757213643,AG1-061 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
AG1-061,2,0,0,0,Arghandab (1),Kandahar,RC-South,10480.042372,1031.363037,1128,Pashto,Pashtun,3.85757575757576,3,3,138,0.8291052709000709,AG1-061 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
AG1-061,3,0,0,0,Arghandab (1),Kandahar,RC-South,10480.042372,1031.363037,1128,Pashto,Pashtun,3.62666666666667,3,3,138,0.34178381273427727,AG1-061 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
AG1-061,4,0,0,0,Arghandab (1),Kandahar,RC-South,10480.042372,1031.363037,1128,Pashto,Pashtun,3.11041666666667,3,3,138,-0.7477345851236006,AG1-061 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
AG1-061,5,0,0,0,Arghandab (1),Kandahar,RC-South,10480.042372,1031.363037,1128,Pashto,Pashtun,3.84888888888889,3,3,138,0.8107720926838572,AG1-061 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
AG1-062,1,0,0,0,Arghandab (1),Kandahar,RC-South,2809.712842,1005.244995,643,Pashto,Pashtun,3.875,3,3,139,0.8658782155779307,AG1-062 1,1 2 3 4 5,0 0 0 1 1,Wave 4 treated,4
AG1-062,2,0,0,0,Arghandab (1),Kandahar,RC-South,2809.712842,1005.244995,643,Pashto,Pashtun,3.65,3,3,139,0.39102758212897637,AG1-062 2,1 2 3 4 5,0 0 0 1 1,Wave 4 treated,4
AG1-062,3,0,0,0,Arghandab (1),Kandahar,RC-South,2809.712842,1005.244995,643,Pashto,Pashtun,3.48958333333333,3,3,139,0.05247666754036315,AG1-062 3,1 2 3 4 5,0 0 0 1 1,Wave 4 treated,4
AG1-062,4,1,1,1,Arghandab (1),Kandahar,RC-South,2809.712842,1005.244995,643,Pashto,Pashtun,3.36222222222222,3,3,139,-0.21631224040574035,AG1-062 4,1 2 3 4 5,0 0 0 1 1,Wave 4 treated,4
AG1-062,5,1,1,2,Arghandab (1),Kandahar,RC-South,2809.712842,1005.244995,643,Pashto,Pashtun,3.05151515151515,3,3,139,-0.8720431263716119,AG1-062 5,1 2 3 4 5,0 0 0 1 1,Wave 4 treated,4
AG1-074,1,0,0,0,Arghandab (1),Kandahar,RC-South,1078.352848,1018.346985,603,Pashto,Pashtun,3.48958333333333,3,3,146,0.05247666754036315,AG1-074 1,1 2 3 4 5,0 0 0 1 0,Wave 4 treated,4
AG1-074,2,0,0,0,Arghandab (1),Kandahar,RC-South,1078.352848,1018.346985,603,Pashto,Pashtun,3.27708333333333,3,3,146,-0.3959933751614267,AG1-074 2,1 2 3 4 5,0 0 0 1 0,Wave 4 treated,4
AG1-074,3,0,0,0,Arghandab (1),Kandahar,RC-South,1078.352848,1018.346985,603,Pashto,Pashtun,3.55208333333333,3,3,146,0.18437962127618374,AG1-074 3,1 2 3 4 5,0 0 0 1 0,Wave 4 treated,4
AG1-074,4,1,1,1,Arghandab (1),Kandahar,RC-South,1078.352848,1018.346985,603,Pashto,Pashtun,3.39333333333333,3,3,146,-0.15065388121280046,AG1-074 4,1 2 3 4 5,0 0 0 1 0,Wave 4 treated,4
AG1-074,5,0,1,1,Arghandab (1),Kandahar,RC-South,1078.352848,1018.346985,603,Pashto,Pashtun,3.24242424242424,3,3,146,-0.46913955859674356,AG1-074 5,1 2 3 4 5,0 0 0 1 0,Wave 4 treated,4
ALI-010,1,0,0,0,Aliabad,Kunduz,RC-North,13171.584772,400.792206,540,Dari,Pashtun,2.71515151515151,2,2,154,-1.5819208410225813,ALI-010 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-010,2,0,0,0,Aliabad,Kunduz,RC-North,13171.584772,400.792206,540,Dari,Pashtun,3.60833333333333,2,2,154,0.3030922796384221,ALI-010 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-010,3,0,0,0,Aliabad,Kunduz,RC-North,13171.584772,400.792206,540,Dari,Pashtun,3.26666666666667,2,2,154,-0.4179772007840491,ALI-010 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-010,4,0,0,0,Aliabad,Kunduz,RC-North,13171.584772,400.792206,540,Dari,Pashtun,3.91666666666667,2,2,154,0.9538135180684849,ALI-010 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-010,5,0,0,0,Aliabad,Kunduz,RC-North,13171.584772,400.792206,540,Dari,Pashtun,2.82666666666667,2,2,154,-1.346573995084226,ALI-010 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-011,1,0,0,0,Aliabad,Kunduz,RC-North,13206.106114,433.147491,443,Dari,Pashtun,4.21875,2,2,155,1.591344461124944,ALI-011 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-011,2,0,0,0,Aliabad,Kunduz,RC-North,13206.106114,433.147491,443,Dari,Pashtun,3.64666666666667,2,2,155,0.3839927579297399,ALI-011 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-011,3,0,0,0,Aliabad,Kunduz,RC-North,13206.106114,433.147491,443,Dari,Pashtun,3.22916666666667,2,2,155,-0.49711897302554164,ALI-011 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-011,4,0,0,0,Aliabad,Kunduz,RC-North,13206.106114,433.147491,443,Dari,Pashtun,3.50952380952381,2,2,155,0.094559990875133,ALI-011 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-011,5,0,0,0,Aliabad,Kunduz,RC-North,13206.106114,433.147491,443,Dari,Pashtun,3.58974358974359,2,2,155,0.2638596062195703,ALI-011 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-018,1,0,0,0,Aliabad,Kunduz,RC-North,16552.241461,403.264587,127,Dari,Pashtun,3.81041666666667,2,2,161,0.7295784967175896,ALI-018 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-018,2,0,0,0,Aliabad,Kunduz,RC-North,16552.241461,403.264587,127,Dari,Pashtun,3.39555555555556,2,2,161,-0.14596399841328797,ALI-018 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-018,3,0,0,0,Aliabad,Kunduz,RC-North,16552.241461,403.264587,127,Dari,Pashtun,3.15454545454546,2,2,161,-0.6546031056676987,ALI-018 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-018,4,0,0,0,Aliabad,Kunduz,RC-North,16552.241461,403.264587,127,Dari,Pashtun,3.13555555555555,2,2,161,-0.6946802859543227,ALI-018 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-018,5,0,0,0,Aliabad,Kunduz,RC-North,16552.241461,403.264587,127,Dari,Pashtun,3.12916666666667,2,2,161,-0.7081636990028548,ALI-018 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-035,1,0,0,0,Aliabad,Kunduz,RC-North,3004.135374,527.023682,373,Uzbek,Pashtun,3.67222222222222,2,2,173,0.4379264101239299,ALI-035 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-035,2,0,0,0,Aliabad,Kunduz,RC-North,3004.135374,527.023682,373,Uzbek,Pashtun,3.13958333333333,2,2,173,-0.6861798733802325,ALI-035 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-035,3,0,0,0,Aliabad,Kunduz,RC-North,3004.135374,527.023682,373,Uzbek,Pashtun,3.7051282051282,2,2,173,0.5073727515779971,ALI-035 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-035,4,0,0,0,Aliabad,Kunduz,RC-North,3004.135374,527.023682,373,Uzbek,Pashtun,3.76904761904762,2,2,173,0.6422713035305413,ALI-035 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-035,5,0,0,0,Aliabad,Kunduz,RC-North,3004.135374,527.023682,373,Uzbek,Pashtun,2.94166666666667,2,2,173,-1.1038725602103165,ALI-035 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-038,1,0,0,0,Aliabad,Kunduz,RC-North,5732.178052,414.605713,221,Pashto,Pashtun,3.99791666666667,2,2,176,1.1252873579250513,ALI-038 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-038,2,0,0,0,Aliabad,Kunduz,RC-North,5732.178052,414.605713,221,Pashto,Pashtun,3.66666666666667,2,2,176,0.42620170312520256,ALI-038 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-038,3,0,0,0,Aliabad,Kunduz,RC-North,5732.178052,414.605713,221,Pashto,Pashtun,3.54166666666667,2,2,176,0.16239579565356135,ALI-038 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-038,4,0,0,0,Aliabad,Kunduz,RC-North,5732.178052,414.605713,221,Pashto,Pashtun,3.72916666666667,2,2,176,0.5581046568610232,ALI-038 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-038,5,0,0,0,Aliabad,Kunduz,RC-North,5732.178052,414.605713,221,Pashto,Pashtun,3.75208333333333,2,2,176,0.60646907323081,ALI-038 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-039,1,0,0,0,Aliabad,Kunduz,RC-North,5365.771324,446.2995,171,Uzbek,Pashtun,2.6375,2,2,177,-1.7458002683913167,ALI-039 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-039,2,0,0,0,Aliabad,Kunduz,RC-North,5365.771324,446.2995,171,Uzbek,Pashtun,3.00625,2,2,177,-0.9675728413499755,ALI-039 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-039,3,0,0,0,Aliabad,Kunduz,RC-North,5365.771324,446.2995,171,Uzbek,Pashtun,3.47291666666667,2,2,177,0.0173025465441585,ALI-039 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-039,4,0,0,0,Aliabad,Kunduz,RC-North,5365.771324,446.2995,171,Uzbek,Pashtun,3.76190476190476,2,2,177,0.6271966802464419,ALI-039 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-039,5,0,0,0,Aliabad,Kunduz,RC-North,5365.771324,446.2995,171,Uzbek,Pashtun,2.65,2,2,177,-1.7194196776441533,ALI-039 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-044,1,0,0,0,Aliabad,Kunduz,RC-North,5074.040895,413.834808,1754,Pashto,Pashtun,3.18333333333333,2,2,180,-0.5938478057651576,ALI-044 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-044,2,0,0,0,Aliabad,Kunduz,RC-North,5074.040895,413.834808,1754,Pashto,Pashtun,3.79444444444444,2,2,180,0.6958699640961966,ALI-044 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-044,3,0,0,0,Aliabad,Kunduz,RC-North,5074.040895,413.834808,1754,Pashto,Pashtun,3.96904761904762,2,2,180,1.0643607554851675,ALI-044 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-044,4,0,0,0,Aliabad,Kunduz,RC-North,5074.040895,413.834808,1754,Pashto,Pashtun,3.62222222222222,2,2,180,0.33240404713527383,ALI-044 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-044,5,0,0,0,Aliabad,Kunduz,RC-North,5074.040895,413.834808,1754,Pashto,Pashtun,3.08444444444444,2,2,180,-0.8025475903427253,ALI-044 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-047,1,0,0,0,Aliabad,Kunduz,RC-North,1211.778042,443.185913,263,Pashto,Pashtun,2.51458333333333,2,2,181,-2.0052094107384386,ALI-047 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-047,2,0,0,0,Aliabad,Kunduz,RC-North,1211.778042,443.185913,263,Pashto,Pashtun,2.94444444444444,2,2,181,-1.0980102067109627,ALI-047 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-047,3,0,0,0,Aliabad,Kunduz,RC-North,1211.778042,443.185913,263,Pashto,Pashtun,3.71458333333333,2,2,181,0.5273273009893175,ALI-047 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-047,4,0,0,0,Aliabad,Kunduz,RC-North,1211.778042,443.185913,263,Pashto,Pashtun,3.27708333333333,2,2,181,-0.3959933751614267,ALI-047 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-047,5,0,0,0,Aliabad,Kunduz,RC-North,1211.778042,443.185913,263,Pashto,Pashtun,3.14375,2,2,181,-0.6773863431311707,ALI-047 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-052,1,0,0,0,Aliabad,Kunduz,RC-North,2940.87184,424.177002,1832,Dari,Pashtun,3.26888888888889,2,2,183,-0.41328731798455814,ALI-052 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-052,2,0,0,0,Aliabad,Kunduz,RC-North,2940.87184,424.177002,1832,Dari,Pashtun,3.50222222222222,2,2,183,0.07915037596249805,ALI-052 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-052,3,0,0,0,Aliabad,Kunduz,RC-North,2940.87184,424.177002,1832,Dari,Pashtun,3.88125,2,2,183,0.879068510951513,ALI-052 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-052,4,0,0,0,Aliabad,Kunduz,RC-North,2940.87184,424.177002,1832,Dari,Pashtun,3.88,2,2,183,0.8764304518767961,ALI-052 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-052,5,0,0,0,Aliabad,Kunduz,RC-North,2940.87184,424.177002,1832,Dari,Pashtun,3.58666666666667,2,2,183,0.25736592234335204,ALI-052 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-060,1,0,0,0,Aliabad,Kunduz,RC-North,664.688923,437.879211,1672,Pashto,Pashtun,3.79555555555556,2,2,189,0.6982149054959637,ALI-060 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-060,2,0,0,0,Aliabad,Kunduz,RC-North,664.688923,437.879211,1672,Pashto,Pashtun,3.5,2,2,189,0.0744604931630071,ALI-060 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-060,3,0,0,0,Aliabad,Kunduz,RC-North,664.688923,437.879211,1672,Pashto,Pashtun,3.96875,2,2,189,1.0637326461816616,ALI-060 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-060,4,0,0,0,Aliabad,Kunduz,RC-North,664.688923,437.879211,1672,Pashto,Pashtun,3.75833333333333,2,2,189,0.6196593686043923,ALI-060 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-060,5,0,0,0,Aliabad,Kunduz,RC-North,664.688923,437.879211,1672,Pashto,Pashtun,3.44444444444445,2,2,189,-0.04278657682437733,ALI-060 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-065,1,0,0,0,Aliabad,Kunduz,RC-North,1321.164187,455.544006,395,Pashto,Pashtun,3.19166666666667,2,2,192,-0.5762607452670342,ALI-065 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-065,2,0,0,0,Aliabad,Kunduz,RC-North,1321.164187,455.544006,395,Pashto,Pashtun,3.49166666666667,2,2,192,0.05687343266490431,ALI-065 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-065,3,0,0,0,Aliabad,Kunduz,RC-North,1321.164187,455.544006,395,Pashto,Pashtun,3.86666666666667,2,2,192,0.8482911550798279,ALI-065 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-065,4,0,0,0,Aliabad,Kunduz,RC-North,1321.164187,455.544006,395,Pashto,Pashtun,3.62708333333333,2,2,192,0.34266316575916883,ALI-065 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
ALI-065,5,0,0,0,Aliabad,Kunduz,RC-North,1321.164187,455.544006,395,Pashto,Pashtun,3.29761904761905,2,2,192,-0.35265383321964483,ALI-065 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
AND-162,1,0,0,0,Andar,Ghazni,RC-East,5920.555875,2061.628906,136,Pashto,Pashtun,2.4,1,1,267,-2.2470314925874355,AND-162 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
AND-162,2,0,0,0,Andar,Ghazni,RC-East,5920.555875,2061.628906,136,Pashto,Pashtun,2.31777777777778,1,1,267,-2.420557156168777,AND-162 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
AND-162,3,0,0,0,Andar,Ghazni,RC-East,5920.555875,2061.628906,136,Pashto,Pashtun,3.63333333333333,1,1,267,0.35585346113275107,AND-162 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
AND-162,4,0,0,0,Andar,Ghazni,RC-East,5920.555875,2061.628906,136,Pashto,Pashtun,3.575,1,1,267,0.2327440376459922,AND-162 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
AND-162,5,0,0,0,Andar,Ghazni,RC-East,5920.555875,2061.628906,136,Pashto,Pashtun,2.60555555555556,1,1,267,-1.8132173336340605,AND-162 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
AND-186,1,0,0,0,Andar,Ghazni,RC-East,5990.639132,2070.674072,514,Pashto,Pashtun,2.85833333333333,1,1,271,-1.279743165191425,AND-186 1,1 2 3 4 5,0 0 0 0 0,Never treated,0
AND-186,2,0,0,0,Andar,Ghazni,RC-East,5990.639132,2070.674072,514,Pashto,Pashtun,2.14545454545455,1,1,271,-2.7842362496205864,AND-186 2,1 2 3 4 5,0 0 0 0 0,Never treated,0
AND-186,3,0,0,0,Andar,Ghazni,RC-East,5990.639132,2070.674072,514,Pashto,Pashtun,3.50416666666667,1,1,271,0.0832540234120688,AND-186 3,1 2 3 4 5,0 0 0 0 0,Never treated,0
AND-186,4,0,0,0,Andar,Ghazni,RC-East,5990.639132,2070.674072,514,Pashto,Pashtun,3.59111111111111,1,1,271,0.26674568794233394,AND-186 4,1 2 3 4 5,0 0 0 0 0,Never treated,0
AND-186,5,0,0,0,Andar,Ghazni,RC-East,5990.639132,2070.674072,514,Pashto,Pashtun,2.84166666666667,1,1,271,-1.3149172861876297,AND-186 5,1 2 3 4 5,0 0 0 0 0,Never treated,0
