village,wave,treat,vil_wave,treat2,treat3,SI2,district,province,region,dist,elevation,pop,lang,ethnicity,RI2,SIKA,Project,stability,resilience,type,first.treat,idname
AG1-007,1,0,AG1-007 1,0,0,3.18333333333333,Arghandab (1),Kandahar,RC-South,4886.665344,1025.182007,1203,Pashto,Pashtun,3.09259259259259,3,3,-0.5940029834865469,-1.2834523240343787,Wave 5 treated,5,1
AG1-007,2,0,AG1-007 2,0,0,3.95833333333333,Arghandab (1),Kandahar,RC-South,4886.665344,1025.182007,1203,Pashto,Pashtun,3.53240740740741,3,3,1.0403384456050329,-0.28917319112940215,Wave 5 treated,5,1
AG1-007,3,0,AG1-007 3,0,0,3.37916666666667,Arghandab (1),Kandahar,RC-South,4886.665344,1025.182007,1203,Pashto,Pashtun,3.05833333333333,3,3,-0.1810242352752197,-1.3609014354396087,Wave 5 treated,5,1
AG1-007,4,0,AG1-007 4,0,0,3.04375,Arghandab (1),Kandahar,RC-South,4886.665344,1025.182007,1203,Pashto,Pashtun,3.1625,3,3,-0.8883601763605606,-1.1254142723831622,Wave 5 treated,5,1
AG1-007,5,1,AG1-007 5,1,1,3.68333333333333,Arghandab (1),Kandahar,RC-South,4886.665344,1025.182007,1203,Pashto,Pashtun,4.08854166666667,3,3,0.46041084173382724,0.9680666071885861,Wave 5 treated,5,1
AG1-008,1,0,AG1-008 1,0,0,3.50666666666667,Arghandab (1),Kandahar,RC-South,5001.690757,1018.794983,314,Pashto,Pashtun,3.36111111111111,3,3,0.08785129015597558,-0.6764187481555551,Wave 4 treated,4,2
AG1-008,2,0,AG1-008 2,0,0,3.61111111111111,Arghandab (1),Kandahar,RC-South,5001.690757,1018.794983,314,Pashto,Pashtun,3.76923076923077,3,3,0.30810662253533305,0.2462078804348051,Wave 4 treated,4,2
AG1-008,3,0,AG1-008 3,0,0,4.22307692307692,Arghandab (1),Kandahar,RC-South,5001.690757,1018.794983,314,Pashto,Pashtun,3.89166666666667,3,3,1.5986370479332566,0.5229958690119177,Wave 4 treated,4,2
AG1-008,4,1,AG1-008 4,1,1,3.42444444444444,Arghandab (1),Kandahar,RC-South,5001.690757,1018.794983,314,Pashto,Pashtun,3.475,3,3,-0.08554120554694626,-0.4189527832138455,Wave 4 treated,4,2
AG1-008,5,1,AG1-008 5,1,2,3.20714285714286,Arghandab (1),Kandahar,RC-South,5001.690757,1018.794983,314,Pashto,Pashtun,3.6875,3,3,-0.5437928013331829,0.06144102942128966,Wave 4 treated,4,2
AG1-020,1,0,AG1-020 1,0,0,3.5375,Arghandab (1),Kandahar,RC-South,4714.323562,1017.817993,280,Pashto,Pashtun,3.78333333333333,3,3,0.15287347604455864,0.27808921943320614,Wave 5 treated,5,3
AG1-020,2,0,AG1-020 2,0,0,3.63333333333333,Arghandab (1),Kandahar,RC-South,4714.323562,1017.817993,280,Pashto,Pashtun,3.62239583333333,3,3,0.35496945921179024,-0.08573844748899236,Wave 5 treated,5,3
AG1-020,3,0,AG1-020 3,0,0,3.27435897435898,Arghandab (1),Kandahar,RC-South,4714.323562,1017.817993,280,Pashto,Pashtun,3.525,3,3,-0.4020455947925624,-0.3059189449467552,Wave 5 treated,5,3
AG1-020,4,1,AG1-020 4,1,1,3.475,Arghandab (1),Kandahar,RC-South,4714.323562,1017.817993,280,Pashto,Pashtun,3.24444444444444,3,3,0.021071747892011862,-0.9401643707787738,Wave 5 treated,5,3
AG1-020,5,0,AG1-020 5,0,1,3.2875,Arghandab (1),Kandahar,RC-South,4714.323562,1017.817993,280,Pashto,Pashtun,3.29761904761905,3,3,-0.37433343656562845,-0.8199537808756617,Wave 5 treated,5,3
AG1-031,1,0,AG1-031 1,0,0,3.84285714285714,Arghandab (1),Kandahar,RC-South,6487.119626,1018.710022,878,Pashto,Pashtun,3.90277777777778,3,3,0.7968190621612806,0.5481144997379348,Never treated,0,4
AG1-031,2,0,AG1-031 2,0,0,3.18181818181818,Arghandab (1),Kandahar,RC-South,6487.119626,1018.710022,878,Pashto,Pashtun,3.125,3,3,-0.5971981768963027,-1.2101896510834804,Never treated,0,4
AG1-031,3,0,AG1-031 3,0,0,3.95416666666667,Arghandab (1),Kandahar,RC-South,6487.119626,1018.710022,878,Pashto,Pashtun,3.9212962962963,3,3,1.031551663728211,0.589978884281305,Never treated,0,4
AG1-031,4,0,AG1-031 4,0,0,3.425,Arghandab (1),Kandahar,RC-South,6487.119626,1018.710022,878,Pashto,Pashtun,3.80952380952381,3,3,-0.08436963463002611,0.33729742043026245,Never treated,0,4
AG1-031,5,0,AG1-031 5,0,0,3.27857142857143,Arghandab (1),Kandahar,RC-South,6487.119626,1018.710022,878,Pashto,Pashtun,3.25694444444445,3,3,-0.3931622548731327,-0.9119059112119786,Never treated,0,4
AG1-032,1,0,AG1-032 1,0,0,3.33333333333333,Arghandab (1),Kandahar,RC-South,5281.596854,1015.909973,906,Pashto,Pashtun,3.44166666666667,3,3,-0.27767883592043485,-0.49430867539189866,Wave 5 treated,5,5
AG1-032,2,0,AG1-032 2,0,0,3.27555555555556,Arghandab (1),Kandahar,RC-South,5281.596854,1015.909973,906,Pashto,Pashtun,3.125,3,3,-0.3995222112792171,-1.2101896510834804,Wave 5 treated,5,5
AG1-032,3,0,AG1-032 3,0,0,3.56875,Arghandab (1),Kandahar,RC-South,5281.596854,1015.909973,906,Pashto,Pashtun,3.69583333333333,3,3,0.21877434012083202,0.08028000246579768,Wave 5 treated,5,5
AG1-032,4,0,AG1-032 4,0,0,3.66875,Arghandab (1),Kandahar,RC-South,5281.596854,1015.909973,906,Pashto,Pashtun,3.46590909090909,3,3,0.429657105164907,-0.4395043901715007,Wave 5 treated,5,5
AG1-032,5,1,AG1-032 5,1,1,3.4625,Arghandab (1),Kandahar,RC-South,5281.596854,1015.909973,906,Pashto,Pashtun,3.27083333333333,3,3,-0.005288597738497869,-0.8805076228044736,Wave 5 treated,5,5
AG1-035,1,0,AG1-035 1,0,0,3.68958333333333,Arghandab (1),Kandahar,RC-South,4809.408709,993.033691,2927,Pashto,Pashtun,3.61458333333333,3,3,0.47359101454908215,-0.10339998471822527,Never treated,0,6
AG1-035,2,0,AG1-035 2,0,0,3.43541666666667,Arghandab (1),Kandahar,RC-South,4809.408709,993.033691,2927,Pashto,Pashtun,3.0787037037037,3,3,-0.062402679937927814,-1.3148506124419057,Never treated,0,6
AG1-035,3,0,AG1-035 3,0,0,3.40444444444444,Arghandab (1),Kandahar,RC-South,4809.408709,993.033691,2927,Pashto,Pashtun,3.71875,3,3,-0.12771775855576126,0.13208717833822134,Never treated,0,6
AG1-035,4,0,AG1-035 4,0,0,4.11777777777778,Arghandab (1),Kandahar,RC-South,4809.408709,993.033691,2927,Pashto,Pashtun,4.22727272727273,3,3,1.3765792987586534,1.281692692531934,Never treated,0,6
AG1-035,5,0,AG1-035 5,0,0,2.65641025641026,Arghandab (1),Kandahar,RC-South,4809.408709,993.033691,2927,Pashto,Pashtun,3.28472222222222,3,3,-1.7051929377572348,-0.8491093343969456,Never treated,0,6
AG1-036,1,0,AG1-036 1,0,0,3.43571428571429,Arghandab (1),Kandahar,RC-South,2535.913221,998.630981,336,Pashto,Pashtun,3.19907407407407,3,3,-0.061775052661008814,-1.042732112910022,Wave 4 treated,4,7
AG1-036,2,0,AG1-036 2,0,0,3.66428571428571,Arghandab (1),Kandahar,RC-South,2535.913221,998.630981,336,Pashto,Pashtun,3.41666666666667,3,3,0.4202426960111446,-0.5508255945254438,Wave 4 treated,4,7
AG1-036,3,1,AG1-036 3,1,1,3.43541666666667,Arghandab (1),Kandahar,RC-South,2535.913221,998.630981,336,Pashto,Pashtun,3.3,3,3,-0.062402679937927814,-0.8145712171486634,Wave 4 treated,4,7
AG1-036,4,1,AG1-036 4,1,2,3.05,Arghandab (1),Kandahar,RC-South,2535.913221,998.630981,336,Pashto,Pashtun,3,3,3,-0.8751800035453068,-1.492774246751207,Wave 4 treated,4,7
AG1-036,5,0,AG1-036 5,0,2,3.88125,Arghandab (1),Kandahar,RC-South,2535.913221,998.630981,336,Pashto,Pashtun,3.65416666666667,3,3,0.8777829808835659,-0.013914862756763496,Wave 4 treated,4,7
AG1-047,1,0,AG1-047 1,0,0,3.63333333333333,Arghandab (1),Kandahar,RC-South,7666.379386,990.965515,1313,Pashto,Pashtun,3.51515151515152,3,3,0.35496945921179024,-0.3281831858175346,Wave 4 treated,4,8
AG1-047,2,0,AG1-047 2,0,0,3.875,Arghandab (1),Kandahar,RC-South,7666.379386,990.965515,1313,Pashto,Pashtun,4.17592592592593,3,3,0.864602808068311,1.1656141717526014,Wave 4 treated,4,8
AG1-047,3,0,AG1-047 3,0,0,3.29555555555556,Arghandab (1),Kandahar,RC-South,7666.379386,990.965515,1313,Pashto,Pashtun,3.61666666666667,3,3,-0.3573456582704021,-0.0986902414570817,Wave 4 treated,4,8
AG1-047,4,1,AG1-047 4,1,1,3.87916666666667,Arghandab (1),Kandahar,RC-South,7666.379386,990.965515,1313,Pashto,Pashtun,4.05208333333333,3,3,0.8733895899451545,0.8856461001188191,Wave 4 treated,4,8
AG1-047,5,1,AG1-047 5,1,2,4.09375,Arghandab (1),Kandahar,RC-South,7666.379386,990.965515,1313,Pashto,Pashtun,3.74679487179487,3,3,1.3259088566022248,0.19548756839187395,Wave 4 treated,4,8
AG1-061,1,0,AG1-061 1,0,0,3.79375,Arghandab (1),Kandahar,RC-South,10480.042372,1031.363037,1128,Pashto,Pashtun,3.40530303030303,3,3,0.6932605614700006,-0.5765151032225186,Never treated,0,9
AG1-061,2,0,AG1-061 2,0,0,3.85757575757576,Arghandab (1),Kandahar,RC-South,10480.042372,1031.363037,1128,Pashto,Pashtun,3.875,3,3,0.8278580838560912,0.4853179229228797,Never treated,0,9
AG1-061,3,0,AG1-061 3,0,0,3.62666666666667,Arghandab (1),Kandahar,RC-South,10480.042372,1031.363037,1128,Pashto,Pashtun,3.54166666666667,3,3,0.3409106082088656,-0.26824099885771713,Never treated,0,9
AG1-061,4,0,AG1-061 4,0,0,3.11041666666667,Arghandab (1),Kandahar,RC-South,10480.042372,1031.363037,1128,Pashto,Pashtun,3.17592592592593,3,3,-0.7477716663311704,-1.095062593589212,Never treated,0,9
AG1-061,5,0,AG1-061 5,0,0,3.84888888888889,Arghandab (1),Kandahar,RC-South,10480.042372,1031.363037,1128,Pashto,Pashtun,3.91203703703704,3,3,0.8095389749734719,0.5690466920096199,Never treated,0,9
AG1-062,1,0,AG1-062 1,0,0,3.875,Arghandab (1),Kandahar,RC-South,2809.712842,1005.244995,643,Pashto,Pashtun,3.33333333333333,3,3,0.864602808068311,-0.7392153249706103,Wave 4 treated,4,10
AG1-062,2,0,AG1-062 2,0,0,3.65,Arghandab (1),Kandahar,RC-South,2809.712842,1005.244995,643,Pashto,Pashtun,3.82407407407407,3,3,0.39011658671914246,0.37019086542861135,Wave 4 treated,4,10
AG1-062,3,0,AG1-062 3,0,0,3.48958333333333,Arghandab (1),Kandahar,RC-South,2809.712842,1005.244995,643,Pashto,Pashtun,3.97916666666667,3,3,0.051825484460932075,0.7208050859793262,Wave 4 treated,4,10
AG1-062,4,1,AG1-062 4,1,1,3.36222222222222,Arghandab (1),Kandahar,RC-South,2809.712842,1005.244995,643,Pashto,Pashtun,3.33854166666667,3,3,-0.21675714824103343,-0.7274409668177729,Wave 4 treated,4,10
AG1-062,5,1,AG1-062 5,1,2,3.05151515151515,Arghandab (1),Kandahar,RC-South,2809.712842,1005.244995,643,Pashto,Pashtun,3.84722222222222,3,3,-0.871984810135551,0.4225213461078245,Wave 4 treated,4,10
AG1-074,1,0,AG1-074 1,0,0,3.48958333333333,Arghandab (1),Kandahar,RC-South,1078.352848,1018.346985,603,Pashto,Pashtun,3.8030303030303,3,3,0.051825484460932075,0.322617701174788,Wave 5 treated,5,11
AG1-074,2,0,AG1-074 2,0,0,3.27708333333333,Arghandab (1),Kandahar,RC-South,1078.352848,1018.346985,603,Pashto,Pashtun,3.45833333333333,3,3,-0.39630039125772676,-0.4566307293028836,Wave 5 treated,5,11
AG1-074,3,0,AG1-074 3,0,0,3.55208333333333,Arghandab (1),Kandahar,RC-South,1078.352848,1018.346985,603,Pashto,Pashtun,3.98958333333333,3,3,0.18362721261347884,0.7443538022849547,Wave 5 treated,5,11
AG1-074,4,1,AG1-074 4,1,1,3.39333333333333,Arghandab (1),Kandahar,RC-South,1078.352848,1018.346985,603,Pashto,Pashtun,3.36904761904762,3,3,-0.15114917689398985,-0.6584768690655358,Wave 5 treated,5,11
AG1-074,5,0,AG1-074 5,0,1,3.24242424242424,Arghandab (1),Kandahar,RC-South,1078.352848,1018.346985,603,Pashto,Pashtun,3.89166666666667,3,3,-0.4693904405059554,0.5229958690119177,Wave 5 treated,5,11
ALI-010,1,0,ALI-010 1,0,0,2.71515151515151,Aliabad,Kunduz,RC-North,13171.584772,400.792206,540,Dari,Pashtun,3.06944444444445,2,2,-1.5813177471019921,-1.3357828047135687,Never treated,0,12
ALI-010,2,0,ALI-010 2,0,0,3.60833333333333,Aliabad,Kunduz,RC-North,13171.584772,400.792206,540,Dari,Pashtun,3.97727272727273,2,2,0.30224876795077077,0.7165235011964808,Never treated,0,12
ALI-010,3,0,ALI-010 3,0,0,3.26666666666667,Aliabad,Kunduz,RC-North,13171.584772,400.792206,540,Dari,Pashtun,4.16666666666667,2,2,-0.4182673459498035,1.1446819794809153,Never treated,0,12
ALI-010,4,0,ALI-010 4,0,0,3.91666666666667,Aliabad,Kunduz,RC-North,13171.584772,400.792206,540,Dari,Pashtun,4.0625,2,2,0.9524706268366827,0.9091948164244696,Never treated,0,12
ALI-010,5,0,ALI-010 5,0,0,2.82666666666667,Aliabad,Kunduz,RC-North,13171.584772,400.792206,540,Dari,Pashtun,3.5,2,2,-1.3461515121437326,-0.3624358640803004,Never treated,0,12
ALI-011,1,0,ALI-011 1,0,0,4.21875,Aliabad,Kunduz,RC-North,13206.106114,433.147491,443,Dari,Pashtun,4.484375,2,2,1.5895123129073183,1.8629178268030473,Never treated,0,13
ALI-011,2,0,ALI-011 2,0,0,3.64666666666667,Aliabad,Kunduz,RC-North,13206.106114,433.147491,443,Dari,Pashtun,4.07291666666667,2,2,0.3830871612176806,0.9327435327301202,Never treated,0,13
ALI-011,3,0,ALI-011 3,0,0,3.22916666666667,Aliabad,Kunduz,RC-North,13206.106114,433.147491,443,Dari,Pashtun,3.625,2,2,-0.49734838284133176,-0.07985126841257369,Never treated,0,13
ALI-011,4,0,ALI-011 4,0,0,3.50952380952381,Aliabad,Kunduz,RC-North,13206.106114,433.147491,443,Dari,Pashtun,4.04166666666667,2,2,0.09387651201437171,0.8620973838131886,Never treated,0,13
ALI-011,5,0,ALI-011 5,0,0,3.58974358974359,Aliabad,Kunduz,RC-North,13206.106114,433.147491,443,Dari,Pashtun,3.5297619047619,2,2,0.26304620265412343,-0.29515381749275665,Never treated,0,13
ALI-018,1,0,ALI-018 1,0,0,3.81041666666667,Aliabad,Kunduz,RC-North,16552.241461,403.264587,127,Dari,Pashtun,3.87037037037037,2,2,0.7284076889773529,0.47485182678703663,Never treated,0,14
ALI-018,2,0,ALI-018 2,0,0,3.39555555555556,Aliabad,Kunduz,RC-North,16552.241461,403.264587,127,Dari,Pashtun,3.73958333333333,2,2,-0.14646289322632708,0.17918461094950142,Never treated,0,14
ALI-018,3,0,ALI-018 3,0,0,3.15454545454546,Aliabad,Kunduz,RC-North,16552.241461,403.264587,127,Dari,Pashtun,3.34166666666667,2,2,-0.6547116582719437,-0.7203763519260802,Never treated,0,14
ALI-018,4,0,ALI-018 4,0,0,3.13555555555555,Aliabad,Kunduz,RC-North,16552.241461,403.264587,127,Dari,Pashtun,3.66071428571429,2,2,-0.6947580823409427,8.871874925008356e-4,Never treated,0,14
ALI-018,5,0,ALI-018 5,0,0,3.12916666666667,Aliabad,Kunduz,RC-North,16552.241461,403.264587,127,Dari,Pashtun,3.3219696969697,2,2,-0.7082311478854069,-0.764904833667662,Never treated,0,14
ALI-035,1,0,ALI-035 1,0,0,3.67222222222222,Aliabad,Kunduz,RC-North,3004.135374,527.023682,373,Uzbek,Pashtun,4.24166666666667,2,2,0.4369794233955987,1.3142327368815516,Never treated,0,15
ALI-035,2,0,ALI-035 2,0,0,3.13958333333333,Aliabad,Kunduz,RC-North,3004.135374,527.023682,373,Uzbek,Pashtun,3.25694444444445,2,2,-0.6862641931933301,-0.9119059112119786,Never treated,0,15
ALI-035,3,0,ALI-035 3,0,0,3.7051282051282,Aliabad,Kunduz,RC-North,3004.135374,527.023682,373,Uzbek,Pashtun,4.4375,2,2,0.5063724700126602,1.7569486034276498,Never treated,0,15
ALI-035,4,0,ALI-035 4,0,0,3.76904761904762,Aliabad,Kunduz,RC-North,3004.135374,527.023682,373,Uzbek,Pashtun,4.04861111111111,2,2,0.6411674974859001,0.8777965280169416,Never treated,0,15
ALI-035,5,0,ALI-035 5,0,0,2.94166666666667,Aliabad,Kunduz,RC-North,3004.135374,527.023682,373,Uzbek,Pashtun,3.14166666666667,2,2,-1.1036363323430471,-1.1725117049944422,Never treated,0,15
ALI-038,1,0,ALI-038 1,0,0,3.99791666666667,Aliabad,Kunduz,RC-North,5732.178052,414.605713,221,Pashto,Pashtun,4.12083333333333,2,2,1.1238128734349933,1.041067627736068,Never treated,0,16
ALI-038,2,0,ALI-038 2,0,0,3.66666666666667,Aliabad,Kunduz,RC-North,5732.178052,414.605713,221,Pashto,Pashtun,3.59166666666667,2,2,0.4252637142264956,-0.15520716059062684,Never treated,0,16
ALI-038,3,0,ALI-038 3,0,0,3.54166666666667,Aliabad,Kunduz,RC-North,5732.178052,414.605713,221,Pashto,Pashtun,4.20833333333333,2,2,0.16166025792140207,1.2388768447034775,Never treated,0,16
ALI-038,4,0,ALI-038 4,0,0,3.72916666666667,Aliabad,Kunduz,RC-North,5732.178052,414.605713,221,Pashto,Pashtun,3.83333333333333,2,2,0.5570654423790424,0.39112305770029643,Never treated,0,16
ALI-038,5,0,ALI-038 5,0,0,3.75208333333333,Aliabad,Kunduz,RC-North,5732.178052,414.605713,221,Pashto,Pashtun,3.84722222222222,2,2,0.6053927427016289,0.4225213461078245,Never treated,0,16
ALI-039,1,0,ALI-039 1,0,0,2.6375,Aliabad,Kunduz,RC-North,5365.771324,446.2995,171,Uzbek,Pashtun,2.43055555555555,2,2,-1.7450714093521147,-2.780104071459752,Never treated,0,17
ALI-039,2,0,ALI-039 2,0,0,3.00625,Aliabad,Kunduz,RC-North,5365.771324,446.2995,171,Uzbek,Pashtun,3.36666666666667,2,2,-0.967441213252089,-0.663859432792535,Never treated,0,17
ALI-039,3,0,ALI-039 3,0,0,3.47291666666667,Aliabad,Kunduz,RC-North,5365.771324,446.2995,171,Uzbek,Pashtun,3.6,2,2,0.01667835695360044,-0.13636818754611882,Never treated,0,17
ALI-039,4,0,ALI-039 4,0,0,3.76190476190476,Aliabad,Kunduz,RC-North,5365.771324,446.2995,171,Uzbek,Pashtun,3.71354166666667,2,2,0.6261044428398892,0.12031282018540708,Never treated,0,17
ALI-039,5,0,ALI-039 5,0,0,2.65,Aliabad,Kunduz,RC-North,5365.771324,446.2995,171,Uzbek,Pashtun,2.89285714285714,2,2,-1.7187110637216059,-1.7349896144664076,Never treated,0,17
ALI-044,1,0,ALI-044 1,0,0,3.18333333333333,Aliabad,Kunduz,RC-North,5074.040895,413.834808,1754,Pashto,Pashtun,2.87962962962963,2,2,-0.5940029834865469,-1.7648927462830908,Never treated,0,18
ALI-044,2,0,ALI-044 2,0,0,3.79444444444444,Aliabad,Kunduz,RC-North,5074.040895,413.834808,1754,Pashto,Pashtun,4.125,2,2,0.6947250251161299,1.050487114258333,Never treated,0,18
ALI-044,3,0,ALI-044 3,0,0,3.96904761904762,Aliabad,Kunduz,RC-North,5074.040895,413.834808,1754,Pashto,Pashtun,4.33333333333333,2,2,1.0629330275740503,1.5214614403712041,Never treated,0,18
ALI-044,4,0,ALI-044 4,0,0,3.62222222222222,Aliabad,Kunduz,RC-North,5074.040895,413.834808,1754,Pashto,Pashtun,3.82291666666667,2,2,0.33153804087356165,0.36757434139466794,Never treated,0,18
ALI-044,5,0,ALI-044 5,0,0,3.08444444444444,Aliabad,Kunduz,RC-North,5074.040895,413.834808,1754,Pashto,Pashtun,3.05357142857143,2,2,-0.8025426066968013,-1.3716665628936064,Never treated,0,18
ALI-052,1,0,ALI-052 1,0,0,3.26888888888889,Aliabad,Kunduz,RC-North,2940.87184,424.177002,1832,Dari,Pashtun,3.43402777777778,2,2,-0.4135810622821623,-0.5115777340160402,Never treated,0,19
ALI-052,2,0,ALI-052 2,0,0,3.50222222222222,Aliabad,Kunduz,RC-North,2940.87184,424.177002,1832,Dari,Pashtun,3.39166666666667,2,2,0.0784787228206716,-0.607342513658989,Never treated,0,19
ALI-052,3,0,ALI-052 3,0,0,3.88125,Aliabad,Kunduz,RC-North,2940.87184,424.177002,1832,Dari,Pashtun,3.98611111111111,2,2,0.8777829808835659,0.7365042301830783,Never treated,0,19
ALI-052,4,0,ALI-052 4,0,0,3.88,Aliabad,Kunduz,RC-North,2940.87184,424.177002,1832,Dari,Pashtun,3.99166666666667,2,2,0.8751469463205145,0.7490635455460983,Never treated,0,19
ALI-052,5,0,ALI-052 5,0,0,3.58666666666667,Aliabad,Kunduz,RC-North,2940.87184,424.177002,1832,Dari,Pashtun,4.06770833333333,2,2,0.25655750219123563,0.920969174577285,Never treated,0,19
ALI-060,1,0,ALI-060 1,0,0,3.79555555555556,Aliabad,Kunduz,RC-North,664.688923,437.879211,1672,Pashto,Pashtun,4.22916666666667,2,2,0.6970681669499721,1.2859742773147786,Never treated,0,20
ALI-060,2,0,ALI-060 2,0,0,3.5,Aliabad,Kunduz,RC-North,664.688923,437.879211,1672,Pashto,Pashtun,3.925,2,2,0.07379243915303038,0.5983517611899699,Never treated,0,20
ALI-060,3,0,ALI-060 3,0,0,3.96875,Aliabad,Kunduz,RC-North,664.688923,437.879211,1672,Pashto,Pashtun,3.83333333333333,2,2,1.0623054002971313,0.39112305770029643,Never treated,0,20
ALI-060,4,0,ALI-060 4,0,0,3.75833333333333,Aliabad,Kunduz,RC-North,664.688923,437.879211,1672,Pashto,Pashtun,4.20833333333333,2,2,0.6185729155168838,1.2388768447034775,Never treated,0,20
ALI-060,5,0,ALI-060 5,0,0,3.44444444444445,Aliabad,Kunduz,RC-North,664.688923,437.879211,1672,Pashto,Pashtun,3.81845238095238,2,2,-0.04336465253811065,0.3574820344065251,Never treated,0,20
ALI-065,1,0,ALI-065 1,0,0,3.19166666666667,Aliabad,Kunduz,RC-North,1321.164187,455.544006,395,Pashto,Pashtun,3.55,2,2,-0.57642941973286,-0.24940202581321008,Never treated,0,21
ALI-065,2,0,ALI-065 2,0,0,3.49166666666667,Aliabad,Kunduz,RC-North,1321.164187,455.544006,395,Pashto,Pashtun,4.18518518518519,2,2,0.0562188753993641,1.1865463640242855,Never treated,0,21
ALI-065,3,0,ALI-065 3,0,0,3.86666666666667,Aliabad,Kunduz,RC-North,1321.164187,455.544006,395,Pashto,Pashtun,3.84722222222222,2,2,0.8470292443146448,0.4225213461078245,Never treated,0,21
ALI-065,4,0,ALI-065 4,0,0,3.62708333333333,Aliabad,Kunduz,RC-North,1321.164187,455.544006,395,Pashto,Pashtun,4.35416666666667,2,2,0.34178928639653533,1.5685588729825053,Never treated,0,21
ALI-065,5,0,ALI-065 5,0,0,3.29761904761905,Aliabad,Kunduz,RC-North,1321.164187,455.544006,395,Pashto,Pashtun,4.47023809523809,2,2,-0.35299410915044915,1.8309588546739464,Never treated,0,21
AYB-006,1,0,AYB-006 1,0,0,3.30909090909091,Aybak,Samangan,RC-North,7696.786918,908.717896,649,Pashto,Tajik,4.16666666666667,0,5,-0.3288019304765652,1.1446819794809153,Never treated,0,22
AYB-006,2,0,AYB-006 2,0,0,4.60222222222222,Aybak,Samangan,RC-North,7696.786918,908.717896,649,Pashto,Tajik,4.3875,0,5,2.398189138305496,1.6439147651605595,Never treated,0,22
AYB-006,3,0,AYB-006 3,0,0,4.33125,Aybak,Samangan,RC-North,7696.786918,908.717896,649,Pashto,Tajik,4.43518518518519,0,5,1.8267554235819021,1.7517155553597388,Never treated,0,22
AYB-006,4,0,AYB-006 4,0,0,4.45,Aybak,Samangan,RC-North,7696.786918,908.717896,649,Pashto,Tajik,4.4212962962963,0,5,2.0771787070717416,1.7203172669522127,Never treated,0,22
AYB-006,5,0,AYB-006 5,0,0,4.51666666666667,Aybak,Samangan,RC-North,7696.786918,908.717896,649,Pashto,Tajik,4.8452380952381,0,5,2.217767217101132,2.6787126416771505,Never treated,0,22
AYB-017,1,0,AYB-017 1,0,0,3.88461538461539,Aybak,Samangan,RC-North,46416.721636,2155.516113,138,Uzbek,Uzbek,3.475,0,5,0.8848799970148679,-0.4189527832138455,Never treated,0,23
AYB-017,2,0,AYB-017 2,0,0,3.8,Aybak,Samangan,RC-North,46416.721636,2155.516113,138,Uzbek,Uzbek,4.08333333333333,0,5,0.7064407342852546,0.9562922490357508,Never treated,0,23
AYB-017,3,0,AYB-017 3,0,0,4.86666666666667,Aybak,Samangan,RC-North,46416.721636,2155.516113,138,Uzbek,Uzbek,4.58333333333333,0,5,2.955856894755393,2.0866306317066576,Never treated,0,23
AYB-017,4,0,AYB-017 4,0,0,4.3,Aybak,Samangan,RC-North,46416.721636,2155.516113,138,Uzbek,Uzbek,3.79166666666667,0,5,1.7608545595056286,0.2969281924777363,Never treated,0,23
AYB-017,5,0,AYB-017 5,0,0,3.88461538461538,Aybak,Samangan,RC-North,46416.721636,2155.516113,138,Uzbek,Uzbek,3.96666666666667,0,5,0.8848799970148472,0.6925466264125532,Never treated,0,23
AYB-029,1,0,AYB-029 1,0,0,3.95333333333333,Aybak,Samangan,RC-North,3923.020602,944.20813,1344,Dari,Tajik,3.90476190476191,0,5,1.0297943073528293,0.5525999695104454,Never treated,0,24
AYB-029,2,0,AYB-029 2,0,0,3.71666666666667,Aybak,Samangan,RC-North,3923.020602,944.20813,1344,Dari,Tajik,3.89166666666667,0,5,0.5307050967485326,0.5229958690119177,Never treated,0,24
AYB-029,3,0,AYB-029 3,0,0,4.57111111111111,Aybak,Samangan,RC-North,3923.020602,944.20813,1344,Dari,Tajik,4.47023809523809,0,5,2.3325811669584513,1.8309588546739464,Never treated,0,24
AYB-029,4,0,AYB-029 4,0,0,3.68181818181818,Aybak,Samangan,RC-North,3923.020602,944.20813,1344,Dari,Tajik,4,0,5,0.45721564832407147,0.7679025185906063,Never treated,0,24
AYB-029,5,0,AYB-029 5,0,0,4.15416666666667,Aybak,Samangan,RC-North,3923.020602,944.20813,1344,Dari,Tajik,3.99305555555555,0,5,1.453317193816361,0.7522033743868313,Never treated,0,24
AYB-042,1,0,AYB-042 1,0,0,3.17777777777778,Aybak,Samangan,RC-North,4736.188028,979.856018,793,Dari,Tajik,4.35416666666667,0,5,-0.6057186926556509,1.5685588729825053,Never treated,0,25
AYB-042,2,0,AYB-042 2,0,0,3.96666666666667,Aybak,Samangan,RC-North,4736.188028,979.856018,793,Dari,Tajik,4.27083333333333,0,5,1.0579120093587198,1.3801691425373408,Never treated,0,25
AYB-042,3,0,AYB-042 3,0,0,3.51111111111111,Aybak,Samangan,RC-North,4736.188028,979.856018,793,Dari,Tajik,3.54166666666667,0,5,0.09722385749125896,-0.26824099885771713,Never treated,0,25
AYB-042,4,0,AYB-042 4,0,0,3.30714285714286,Aybak,Samangan,RC-North,4736.188028,979.856018,793,Dari,Tajik,3.71875,0,5,-0.3329100362891078,0.13208717833822134,Never treated,0,25
