village,wave,treat,vil_wave,treat2,treat3,SI2,district,province,region,dist,elevation,pop,lang,ethnicity,RI2,SIKA,Project,stability,resilience,type,first.treat,idname
CHD-063,5,1,CHD-063 5,1,2,4.15833333333333,Chahar Darah,Kunduz,RC-North,0,384.601288,3129,Pashto,Pashtun,4.51666666666667,2,2,1.462103975693182,1.935918847350551,Wave 4 treated,4,60
CHD-067,1,0,CHD-067 1,0,0,3.8952380952381,Chahar Darah,Kunduz,RC-North,2956.0779000000002,387.529999,865,Pashto,Pashtun,3.81666666666667,2,2,0.9072814628986696,0.3534451116112814,Never treated,0,61
CHD-067,2,0,CHD-067 2,0,0,3.66190476190476,Chahar Darah,Kunduz,RC-North,2956.0779000000002,387.529999,865,Pashto,Pashtun,3.71428571428571,2,2,0.4152216777958142,0.12199487135007848,Never treated,0,61
CHD-067,3,0,CHD-067 3,0,0,3.63111111111111,Chahar Darah,Kunduz,RC-North,2956.0779000000002,387.529999,865,Pashto,Pashtun,3.92857142857143,2,2,0.35028317554414806,0.6064256067804804,Never treated,0,61
CHD-067,4,0,CHD-067 4,0,0,2.82222222222222,Chahar Darah,Kunduz,RC-North,2956.0779000000002,387.529999,865,Pashto,Pashtun,2.76041666666667,2,2,-1.3555240794790366,-2.034394721781009,Never treated,0,61
CHD-067,5,0,CHD-067 5,0,0,3.425,Chahar Darah,Kunduz,RC-North,2956.0779000000002,387.529999,865,Pashto,Pashtun,4.05555555555556,2,2,-0.08436963463002611,0.8934956722207167,Never treated,0,61
CHK-032,1,0,CHK-032 1,0,0,2.7547619047619,Chak-e Wardak,Wardak,RC-East,9457.931956,2392.51709,180,Pashto,Pashtun,2.54166666666667,1,1,-1.497786262246871,-2.5289177641995306,Never treated,0,62
CHK-032,2,0,CHK-032 2,0,0,3.15416666666667,Chak-e Wardak,Wardak,RC-East,9457.931956,2392.51709,180,Pashto,Pashtun,2.91666666666667,1,1,-0.6555104566243883,-1.6811639771963505,Never treated,0,62
CHK-032,3,0,CHK-032 3,0,0,3.72888888888889,Chak-e Wardak,Wardak,RC-East,9457.931956,2392.51709,180,Pashto,Pashtun,3.5,1,1,0.5564796569205819,-0.3624358640803004,Never treated,0,62
CHK-032,4,0,CHK-032 4,0,0,3.26458333333333,Chak-e Wardak,Wardak,RC-East,9457.931956,2392.51709,180,Pashto,Pashtun,3.47222222222222,1,1,-0.4226607368882365,-0.42523244089535556,Never treated,0,62
CHK-032,5,0,CHK-032 5,0,0,3.3875,Chak-e Wardak,Wardak,RC-East,9457.931956,2392.51709,180,Pashto,Pashtun,3.4375,1,1,-0.16345067152155343,-0.5037281619141637,Never treated,0,62
CHK-041,1,0,CHK-041 1,0,0,3.06428571428571,Chak-e Wardak,Wardak,RC-East,16053.698564,2430.77002,407,Pashto,Pashtun,3.14583333333333,1,1,-0.8450538942533046,-1.1630922184722003,Never treated,0,63
CHK-041,2,0,CHK-041 2,0,0,3.10208333333333,Chak-e Wardak,Wardak,RC-East,16053.698564,2430.77002,407,Pashto,Pashtun,3.02083333333333,1,1,-0.7653452300848573,-1.445676814139927,Never treated,0,63
CHK-041,3,0,CHK-041 3,0,0,3.71875,Chak-e Wardak,Wardak,RC-East,16053.698564,2430.77002,407,Pashto,Pashtun,3.67708333333333,1,1,0.5350984876869441,0.03789231311563807,Never treated,0,63
CHK-041,4,0,CHK-041 4,0,0,3.23111111111111,Chak-e Wardak,Wardak,RC-East,16053.698564,2430.77002,407,Pashto,Pashtun,3.25,1,1,-0.4932478846321511,-0.9276050554157537,Never treated,0,63
CHK-041,5,0,CHK-041 5,0,0,3.3375,Chak-e Wardak,Wardak,RC-East,16053.698564,2430.77002,407,Pashto,Pashtun,3.46527777777778,1,1,-0.2688920540435914,-0.4409315850991085,Never treated,0,63
CHK-060,1,0,CHK-060 1,0,0,3.02380952380952,Chak-e Wardak,Wardak,RC-East,11690.921674,2301.500977,94,Pashto,Pashtun,2.91666666666667,1,1,-0.9304112039140003,-1.6811639771963505,Never treated,0,64
CHK-060,2,0,CHK-060 2,0,0,2.83541666666667,Chak-e Wardak,Wardak,RC-East,11690.921674,2301.500977,94,Pashto,Pashtun,2.64166666666667,1,1,-1.327699270202377,-2.302850087665349,Never treated,0,64
CHK-060,3,0,CHK-060 3,0,0,3.55416666666667,Chak-e Wardak,Wardak,RC-East,11690.921674,2301.500977,94,Pashto,Pashtun,3.46590909090909,1,1,0.18802060355191086,-0.4395043901715007,Never treated,0,64
CHK-060,4,0,CHK-060 4,0,0,2.075,Chak-e Wardak,Wardak,RC-East,11690.921674,2301.500977,94,Pashto,Pashtun,2.49305555555556,1,1,-2.9312869627250357,-2.638811773625867,Never treated,0,64
CHK-060,5,0,CHK-060 5,0,0,3.44375,Chak-e Wardak,Wardak,RC-East,11690.921674,2301.500977,94,Pashto,Pashtun,3.58333333333333,1,1,-0.044829116184261525,-0.17404613363515695,Never treated,0,64
CHK-066,1,0,CHK-066 1,0,0,2.86190476190476,Chak-e Wardak,Wardak,RC-East,13174.553507,2265.551025,403,Pashto,Pashtun,3.17708333333333,1,1,-1.2718404425567842,-1.0924460695552687,Never treated,0,65
CHK-066,2,0,CHK-066 2,0,0,2.73611111111111,Chak-e Wardak,Wardak,RC-East,13174.553507,2265.551025,403,Pashto,Pashtun,3.06944444444444,1,1,-1.5371175716003218,-1.3357828047135907,Never treated,0,65
CHK-066,3,0,CHK-066 3,0,0,3.60222222222222,Chak-e Wardak,Wardak,RC-East,13174.553507,2265.551025,403,Pashto,Pashtun,3.52777777777778,1,1,0.28936148786474664,-0.2996392872652452,Never treated,0,65
CHK-066,4,0,CHK-066 4,0,0,2.75208333333333,Chak-e Wardak,Wardak,RC-East,13174.553507,2265.551025,403,Pashto,Pashtun,3.53125,1,1,-1.5034349077391194,-0.2917897151633687,Never treated,0,65
CHK-066,5,0,CHK-066 5,0,0,3.56888888888889,Chak-e Wardak,Wardak,RC-East,13174.553507,2265.551025,403,Pashto,Pashtun,3.40277777777778,1,1,0.21906723285006183,-0.5822238829329719,Never treated,0,65
CHK-076,1,0,CHK-076 1,0,0,2.77708333333333,Chak-e Wardak,Wardak,RC-East,5849.144154,2172.658936,320,Pashto,Pashtun,3,1,1,-1.450714216478101,-1.492774246751207,Never treated,0,66
CHK-076,2,0,CHK-076 2,0,0,2.82444444444444,Chak-e Wardak,Wardak,RC-East,5849.144154,2172.658936,320,Pashto,Pashtun,2.88541666666667,1,1,-1.3508377958113955,-1.7518101261132821,Never treated,0,66
CHK-076,3,0,CHK-076 3,0,0,3.61458333333333,Chak-e Wardak,Wardak,RC-East,5849.144154,2172.658936,320,Pashto,Pashtun,3.30092592592593,1,1,0.3154289407660256,-0.8124779979214855,Never treated,0,66
CHK-076,4,0,CHK-076 4,0,0,3.37083333333333,Chak-e Wardak,Wardak,RC-East,5849.144154,2172.658936,320,Pashto,Pashtun,3.33333333333333,1,1,-0.19859779902890662,-0.7392153249706103,Never treated,0,66
CHK-076,5,0,CHK-076 5,0,0,3.47916666666667,Chak-e Wardak,Wardak,RC-East,5849.144154,2172.658936,320,Pashto,Pashtun,3.35,1,1,0.029858529768855304,-0.7015373788815722,Never treated,0,66
CHK-180,1,0,CHK-180 1,0,0,2.9962962962963,Chak-e Wardak,Wardak,RC-East,8080.308657,2228.914063,236,Pashto,Pashtun,3.5,1,1,-0.9884318588467461,-0.3624358640803004,Never treated,0,67
CHK-180,2,0,CHK-180 2,0,0,2.79791666666667,Chak-e Wardak,Wardak,RC-East,8080.308657,2228.914063,236,Pashto,Pashtun,2.70138888888889,1,1,-1.4067803070939042,-2.1678374475129956,Never treated,0,67
CHK-180,3,0,CHK-180 3,0,0,3.7375,Chak-e Wardak,Wardak,RC-East,8080.308657,2228.914063,236,Pashto,Pashtun,3.47023809523809,1,1,0.5746390061327078,-0.42971791066786613,Never treated,0,67
CHK-180,4,0,CHK-180 4,0,0,3.34583333333333,Chak-e Wardak,Wardak,RC-East,8080.308657,2228.914063,236,Pashto,Pashtun,3.27777777777778,1,1,-0.25131849028992514,-0.8648084786006985,Never treated,0,67
CHK-180,5,0,CHK-180 5,0,0,3.45833333333333,Chak-e Wardak,Wardak,RC-East,8080.308657,2228.914063,236,Pashto,Pashtun,3.43055555555555,1,1,-0.014075379615341313,-0.5194273061179387,Never treated,0,67
CHK-191,1,0,CHK-191 1,0,0,3.40476190476191,Chak-e Wardak,Wardak,RC-East,14240.767442,2414.960938,437,Pashto,Pashtun,3.59722222222222,1,1,-0.1270482894603632,-0.14264784522762886,Wave 4 treated,4,68
CHK-191,2,0,CHK-191 2,0,0,2.80666666666667,Chak-e Wardak,Wardak,RC-East,14240.767442,2414.960938,437,Pashto,Pashtun,2.90277777777778,1,1,-1.3883280651525478,-1.7125622656038786,Wave 4 treated,4,68
CHK-191,3,1,CHK-191 3,1,1,3.70625,Chak-e Wardak,Wardak,RC-East,14240.767442,2414.960938,437,Pashto,Pashtun,3.52777777777778,1,1,0.5087381420564343,-0.2996392872652452,Wave 4 treated,4,68
CHK-191,4,0,CHK-191 4,0,1,2.57708333333333,Chak-e Wardak,Wardak,RC-East,14240.767442,2414.960938,437,Pashto,Pashtun,2.89583333333333,1,1,-1.872479746566251,-1.7282614098076536,Wave 4 treated,4,68
CHK-191,5,1,CHK-191 5,1,2,3.50208333333333,Chak-e Wardak,Wardak,RC-East,14240.767442,2414.960938,437,Pashto,Pashtun,3.57738095238095,1,1,0.0781858300914418,-0.1875025429526657,Wave 4 treated,4,68
CHK-204,1,0,CHK-204 1,0,0,2.80833333333333,Chak-e Wardak,Wardak,RC-East,8547.31105,2147.076904,550,Pashto,Pashtun,2.59166666666667,1,1,-1.3848133524018276,-2.41588392593244,Never treated,0,69
CHK-204,2,0,CHK-204 2,0,0,2.84166666666667,Chak-e Wardak,Wardak,RC-East,8547.31105,2147.076904,550,Pashto,Pashtun,2.79166666666667,1,1,-1.3145190973871221,-1.9637485728640771,Never treated,0,69
CHK-204,3,0,CHK-204 3,0,0,3.61875,Chak-e Wardak,Wardak,RC-East,8547.31105,2147.076904,550,Pashto,Pashtun,3.20833333333333,1,1,0.3242157226428691,-1.021799920638337,Never treated,0,69
CHK-204,4,0,CHK-204 4,0,0,2.12083333333333,Chak-e Wardak,Wardak,RC-East,8547.31105,2147.076904,550,Pashto,Pashtun,2.83333333333333,1,1,-2.834632362079842,-1.869553707641517,Never treated,0,69
CHK-204,5,0,CHK-204 5,0,0,3.45111111111111,Chak-e Wardak,Wardak,RC-East,8547.31105,2147.076904,550,Pashto,Pashtun,3.50833333333333,1,1,-0.02930580153518605,-0.34359689103579233,Never treated,0,69
DAM-005,1,0,DAM-005 1,0,0,3.21666666666667,Daman,Kandahar,RC-South,8882.069013,1059.812012,1219,Pashto,Pashtun,3.22222222222222,3,3,-0.5237087284718415,-0.9904016322308089,Never treated,0,70
DAM-005,2,0,DAM-005 2,0,0,3.63125,Daman,Kandahar,RC-South,8882.069013,1059.812012,1219,Pashto,Pashtun,3.80555555555556,3,3,0.3505760682733788,0.32832648088526334,Never treated,0,70
DAM-005,3,0,DAM-005 3,0,0,3.16222222222222,Daman,Kandahar,RC-South,8882.069013,1059.812012,1219,Pashto,Pashtun,3.03409090909091,3,3,-0.6385226783291825,-1.4157057206600068,Never treated,0,70
DAM-005,4,0,DAM-005 4,0,0,3.65416666666667,Daman,Kandahar,RC-South,8882.069013,1059.812012,1219,Pashto,Pashtun,3.58796296296296,3,3,0.3989033685959859,-0.1635800374993139,Never treated,0,70
DAM-005,5,0,DAM-005 5,0,0,3.5875,Daman,Kandahar,RC-South,8882.069013,1059.812012,1219,Pashto,Pashtun,3.88333333333333,3,3,0.2583148585665957,0.5041568959673877,Never treated,0,70
DAM-010,1,0,DAM-010 1,0,0,3.66111111111111,Daman,Kandahar,RC-South,14501.117091,1027.828979,382,Pashto,Pashtun,3.52777777777778,3,3,0.41354800505737105,-0.2996392872652452,Never treated,0,71
DAM-010,2,0,DAM-010 2,0,0,3.42666666666667,Daman,Kandahar,RC-South,14501.117091,1027.828979,382,Pashto,Pashtun,3.64814814814815,3,3,-0.08085492187928443,-0.02752078773336054,Never treated,0,71
DAM-010,3,0,DAM-010 3,0,0,3.66041666666667,Daman,Kandahar,RC-South,14501.117091,1027.828979,382,Pashto,Pashtun,3.84375,3,3,0.41208354141124076,0.414671774005948,Never treated,0,71
DAM-010,4,0,DAM-010 4,0,0,3.5875,Daman,Kandahar,RC-South,14501.117091,1027.828979,382,Pashto,Pashtun,3.56730769230769,3,3,0.2583148585665957,-0.21027492795153002,Never treated,0,71
DAM-010,5,0,DAM-010 5,0,0,3.87333333333333,Daman,Kandahar,RC-South,14501.117091,1027.828979,382,Pashto,Pashtun,3.4375,3,3,0.8610880953175694,-0.5037281619141637,Never treated,0,71
DAM-011,1,0,DAM-011 1,0,0,3.54871794871795,Daman,Kandahar,RC-South,5692.522923,1039.717041,300,Pashto,Pashtun,3.87916666666667,3,3,0.1765301964821975,0.4947374094451447,Never treated,0,72
DAM-011,2,0,DAM-011 2,0,0,3.56666666666667,Daman,Kandahar,RC-South,5692.522923,1039.717041,300,Pashto,Pashtun,3.046875,3,3,0.2143809491824206,-1.3868050233758096,Never treated,0,72
DAM-011,3,0,DAM-011 3,0,0,3.83125,Daman,Kandahar,RC-South,5692.522923,1039.717041,300,Pashto,Pashtun,2.89583333333333,3,3,0.7723415983615279,-1.7282614098076536,Never treated,0,72
DAM-011,4,0,DAM-011 4,0,0,3.46666666666667,Daman,Kandahar,RC-South,5692.522923,1039.717041,300,Pashto,Pashtun,3.36805555555555,3,3,0.003498184138345575,-0.6607196039518022,Never treated,0,72
DAM-011,5,0,DAM-011 5,0,0,3.85208333333333,Daman,Kandahar,RC-South,5692.522923,1039.717041,300,Pashto,Pashtun,3.94444444444445,3,3,0.8162755077457039,0.642309364960518,Never treated,0,72
DAM-015,1,0,DAM-015 1,0,0,3.35,Daman,Kandahar,RC-South,5724.461457,1058.95105,294,Pashto,Pashtun,3.65277777777778,3,3,-0.2425317084130817,-0.017054691597518514,Never treated,0,73
DAM-015,2,0,DAM-015 2,0,0,3.28333333333333,Daman,Kandahar,RC-South,5724.461457,1058.95105,294,Pashto,Pashtun,3.11904761904762,3,3,-0.3831202184424719,-1.2236460604009891,Never treated,0,73
DAM-015,3,0,DAM-015 3,0,0,3.01041666666667,Daman,Kandahar,RC-South,5724.461457,1058.95105,294,Pashto,Pashtun,3.0625,3,3,-0.9586544313752455,-1.3514819489173437,Never treated,0,73
DAM-015,4,0,DAM-015 4,0,0,3.47083333333333,Daman,Kandahar,RC-South,5724.461457,1058.95105,294,Pashto,Pashtun,3.55,3,3,0.012284966015168416,-0.24940202581321008,Never treated,0,73
DAM-015,5,0,DAM-015 5,0,0,3.47435897435897,Daman,Kandahar,RC-South,5724.461457,1058.95105,294,Pashto,Pashtun,3.28333333333333,3,3,0.019719935295566125,-0.8522491632377006,Never treated,0,73
DAM-021,1,0,DAM-021 1,0,0,3.88125,Daman,Kandahar,RC-South,15061.826867,1101.744019,65,Pashto,Pashtun,3.80952380952381,3,3,0.8777829808835659,0.33729742043026245,Never treated,0,74
DAM-021,2,0,DAM-021 2,0,0,4.28809523809524,Daman,Kandahar,RC-South,15061.826867,1101.744019,65,Pashto,Pashtun,4.27083333333333,3,3,1.735749468428957,1.3801691425373408,Never treated,0,74
DAM-021,3,0,DAM-021 3,0,0,3.53333333333333,Daman,Kandahar,RC-South,15061.826867,1101.744019,65,Pashto,Pashtun,3.84027777777778,3,3,0.1440866941677152,0.4068222019040715,Never treated,0,74
DAM-021,4,0,DAM-021 4,0,0,3.54791666666667,Daman,Kandahar,RC-South,15061.826867,1101.744019,65,Pashto,Pashtun,3.55555555555555,3,3,0.17484043073665695,-0.2368427104502121,Never treated,0,74
DAM-021,5,0,DAM-021 5,0,0,4.34166666666667,Daman,Kandahar,RC-South,15061.826867,1101.744019,65,Pashto,Pashtun,4.11111111111111,3,3,1.8487223782740014,1.0190888258508048,Never treated,0,74
DAM-030,1,0,DAM-030 1,0,0,3.36666666666667,Daman,Kandahar,RC-South,5605.473116,1055.904053,90,Pashto,Pashtun,3.90277777777778,3,3,-0.20738458090572945,0.5481144997379348,Never treated,0,75
DAM-030,2,0,DAM-030 2,0,0,3.71777777777778,Daman,Kandahar,RC-South,5605.473116,1055.904053,90,Pashto,Pashtun,3.29166666666667,3,3,0.5330482385823533,-0.8334101901931704,Never treated,0,75
DAM-030,3,0,DAM-030 3,0,0,3.65833333333333,Daman,Kandahar,RC-South,5605.473116,1055.904053,90,Pashto,Pashtun,3.50833333333333,3,3,0.4076901504728087,-0.34359689103579233,Never treated,0,75
DAM-030,4,0,DAM-030 4,0,0,3.52222222222222,Daman,Kandahar,RC-South,5605.473116,1055.904053,90,Pashto,Pashtun,3.52083333333333,3,3,0.12065527582948661,-0.3153384314690203,Never treated,0,75
DAM-030,5,0,DAM-030 5,0,0,3.69375,Daman,Kandahar,RC-South,5605.473116,1055.904053,90,Pashto,Pashtun,3.72727272727273,3,3,0.48237779642592554,0.15135430986102744,Never treated,0,75
DAM-035,1,0,DAM-035 1,0,0,3.3375,Daman,Kandahar,RC-South,4214.854072,1033.11499,1278,Pashto,Pashtun,3.70833333333333,3,3,-0.2688920540435914,0.10853846203256974,Never treated,0,76
DAM-035,2,0,DAM-035 2,0,0,3.42777777777778,Daman,Kandahar,RC-South,4214.854072,1033.11499,1278,Pashto,Pashtun,3.92708333333333,3,3,-0.07851178004546383,0.6030615044510914,Never treated,0,76
DAM-035,3,0,DAM-035 3,0,0,3.8,Daman,Kandahar,RC-South,4214.854072,1033.11499,1278,Pashto,Pashtun,3.775,3,3,0.7064407342852546,0.25925024638869815,Never treated,0,76
DAM-035,4,0,DAM-035 4,0,0,3.7,Daman,Kandahar,RC-South,4214.854072,1033.11499,1278,Pashto,Pashtun,3.81818181818182,3,3,0.49555796924118045,0.35687037943755373,Never treated,0,76
DAM-035,5,0,DAM-035 5,0,0,3.14871794871795,Daman,Kandahar,RC-South,4214.854072,1033.11499,1278,Pashto,Pashtun,3.375,3,3,-0.6670008636941017,-0.645020459748027,Never treated,0,76
DAM-036,1,0,DAM-036 1,0,0,3.44,Daman,Kandahar,RC-South,6542.843914,1034.537964,73,Pashto,Pashtun,3.58796296296296,3,3,-0.052737219873414634,-0.1635800374993139,Wave 4 treated,4,77
DAM-036,2,0,DAM-036 2,0,0,3.88888888888889,Daman,Kandahar,RC-South,6542.843914,1034.537964,73,Pashto,Pashtun,4.09375,3,3,0.8938920809911018,0.9798409653414014,Wave 4 treated,4,77
DAM-036,3,1,DAM-036 3,1,1,3.19166666666667,Daman,Kandahar,RC-South,6542.843914,1034.537964,73,Pashto,Pashtun,3.00925925925926,3,3,-0.57642941973286,-1.471842054479522,Wave 4 treated,4,77
DAM-036,4,1,DAM-036 4,1,2,3.62291666666667,Daman,Kandahar,RC-South,6542.843914,1034.537964,73,Pashto,Pashtun,3.77604166666667,3,3,0.33300250451971253,0.26160511801927044,Wave 4 treated,4,77
DAM-036,5,0,DAM-036 5,0,2,3.52222222222222,Daman,Kandahar,RC-South,6542.843914,1034.537964,73,Pashto,Pashtun,3.30555555555555,3,3,0.12065527582948661,-0.8020119017856655,Wave 4 treated,4,77
DAM-038,1,0,DAM-038 1,0,0,3.69555555555556,Daman,Kandahar,RC-South,3218.816231,1051.203979,25,Pashto,Pashtun,3.75694444444445,3,3,0.48618540190589704,0.21843247145892808,Never treated,0,78
DAM-038,2,0,DAM-038 2,0,0,3.32291666666667,Daman,Kandahar,RC-South,3218.816231,1051.203979,25,Pashto,Pashtun,3.63333333333333,3,3,-0.2996457906125116,-0.06101229536806566,Never treated,0,78
DAM-038,3,0,DAM-038 3,0,0,3.0625,Daman,Kandahar,RC-South,3218.816231,1051.203979,25,Pashto,Pashtun,2.80555555555555,3,3,-0.8488196579147971,-1.932350284456572,Never treated,0,78
DAM-038,4,0,DAM-038 4,0,0,3.55208333333333,Daman,Kandahar,RC-South,3218.816231,1051.203979,25,Pashto,Pashtun,3.51944444444444,3,3,0.18362721261347884,-0.3184782603097753,Never treated,0,78
DAM-038,5,0,DAM-038 5,0,0,3.73111111111111,Daman,Kandahar,RC-South,3218.816231,1051.203979,25,Pashto,Pashtun,3.70833333333333,3,3,0.5611659405882231,0.10853846203256974,Never treated,0,78
DAM-040,1,0,DAM-040 1,0,0,3.84166666666667,Daman,Kandahar,RC-South,19117.371756,1016.049988,1419,Pashto,Pashtun,3.51666666666667,3,3,0.7943085530536262,-0.32475791799126225,Never treated,0,79
DAM-040,2,0,DAM-040 2,0,0,3.23571428571428,Daman,Kandahar,RC-South,19117.371756,1016.049988,1419,Pashto,Pashtun,3.58928571428571,3,3,-0.4835405827491795,-0.1605897243176482,Never treated,0,79
DAM-040,3,0,DAM-040 3,0,0,3.46904761904762,Daman,Kandahar,RC-South,19117.371756,1016.049988,1419,Pashto,Pashtun,4.04166666666667,3,3,0.00851920235367599,0.8620973838131886,Never treated,0,79
DAM-040,4,0,DAM-040 4,0,0,3.67380952380952,Daman,Kandahar,RC-South,19117.371756,1016.049988,1419,Pashto,Pashtun,3.54166666666667,3,3,0.44032676887248595,-0.26824099885771713,Never treated,0,79
DAM-040,5,0,DAM-040 5,0,0,3.14,Daman,Kandahar,RC-South,19117.371756,1016.049988,1419,Pashto,Pashtun,3.05208333333333,3,3,-0.6853855150056387,-1.3750306652229953,Never treated,0,79
DAM-051,1,0,DAM-051 1,0,0,3.74285714285714,Daman,Kandahar,RC-South,20794.560411,1027.506958,115,Pashto,Pashtun,3.43333333333333,3,3,0.5859362971172065,-0.5131476484364288,Wave 5 treated,5,80
DAM-051,2,0,DAM-051 2,0,0,3.19285714285714,Daman,Kandahar,RC-South,20794.560411,1027.506958,115,Pashto,Pashtun,3.25416666666667,3,3,-0.5739189106252056,-0.9181855688934887,Wave 5 treated,5,80
DAM-051,3,0,DAM-051 3,0,0,3.65555555555556,Daman,Kandahar,RC-South,20794.560411,1027.506958,115,Pashto,Pashtun,3.54861111111111,3,3,0.401832295888267,-0.2525418546539651,Wave 5 treated,5,80
DAM-051,4,0,DAM-051 4,0,0,3.38666666666667,Daman,Kandahar,RC-South,20794.560411,1027.506958,115,Pashto,Pashtun,3.65833333333333,3,3,-0.16520802789691444,-0.00449537623452053,Wave 5 treated,5,80
DAM-051,5,1,DAM-051 5,1,1,3.725,Daman,Kandahar,RC-South,20794.560411,1027.506958,115,Pashto,Pashtun,3.78571428571429,3,3,0.548278660502199,0.28347178316022753,Wave 5 treated,5,80
DAM-069,1,0,DAM-069 1,0,0,3.72857142857143,Daman,Kandahar,RC-South,14390.892213,1087.715942,523,Pashto,Pashtun,3.54861111111111,3,3,0.5558101878252044,-0.2525418546539651,Never treated,0,81
DAM-069,2,0,DAM-069 2,0,0,3.45238095238095,Daman,Kandahar,RC-South,14390.892213,1087.715942,523,Pashto,Pashtun,3.56944444444445,3,3,-0.026627925153677182,-0.20544442204266194,Never treated,0,81
DAM-069,3,0,DAM-069 3,0,0,3.15777777777778,Daman,Kandahar,RC-South,14390.892213,1087.715942,523,Pashto,Pashtun,2.88888888888889,3,3,-0.6478952456644659,-1.7439605540114056,Never treated,0,81
DAM-069,4,0,DAM-069 4,0,0,3.43541666666667,Daman,Kandahar,RC-South,14390.892213,1087.715942,523,Pashto,Pashtun,3.59166666666667,3,3,-0.062402679937927814,-0.15520716059062684,Never treated,0,81
DAM-069,5,0,DAM-069 5,0,0,3.58541666666667,Daman,Kandahar,RC-South,14390.892213,1087.715942,523,Pashto,Pashtun,3.56018518518519,3,3,0.25392146762818424,-0.226376614314347,Never treated,0,81
DAM-071,1,0,DAM-071 1,0,0,3.56041666666667,Daman,Kandahar,RC-South,2685.978665,1032.866943,300,Pashto,Pashtun,3.81770833333333,3,3,0.20120077636716574,0.3557999832418306,Wave 4 treated,4,82
DAM-071,2,0,DAM-071 2,0,0,3.37777777777778,Daman,Kandahar,RC-South,2685.978665,1032.866943,300,Pashto,Pashtun,3.31944444444445,3,3,-0.18395316256750086,-0.7706136133781153,Wave 4 treated,4,82
DAM-071,3,1,DAM-071 3,1,1,3.225,Daman,Kandahar,RC-South,2685.978665,1032.866943,300,Pashto,Pashtun,2.84895833333333,3,3,-0.5061351647181752,-1.8342306331830511,Wave 4 treated,4,82
DAM-071,4,1,DAM-071 4,1,2,3.53333333333333,Daman,Kandahar,RC-South,2685.978665,1032.866943,300,Pashto,Pashtun,3.91071428571429,3,3,0.1440866941677152,0.5660563788279542,Wave 4 treated,4,82
DAM-071,5,0,DAM-071 5,0,2,3.45952380952381,Daman,Kandahar,RC-South,2685.978665,1032.866943,300,Pashto,Pashtun,3.32291666666667,3,3,-0.011564870507665337,-0.7627640412762388,Wave 4 treated,4,82
DAM-081,1,0,DAM-081 1,0,0,3.46444444444445,Daman,Kandahar,RC-South,8619.364762,1079.083008,103,Pashto,Pashtun,3.73611111111111,3,3,-0.0011880995292956457,0.1713350388476249,Never treated,0,83
DAM-081,2,0,DAM-081 2,0,0,3.98541666666667,Daman,Kandahar,RC-South,8619.364762,1079.083008,103,Pashto,Pashtun,3.92261904761905,3,3,1.0974525278044844,0.5929691974629717,Never treated,0,83
DAM-081,3,0,DAM-081 3,0,0,3.74166666666667,Daman,Kandahar,RC-South,8619.364762,1079.083008,103,Pashto,Pashtun,3.47222222222222,3,3,0.5834257880095511,-0.42523244089535556,Never treated,0,83
DAM-081,4,0,DAM-081 4,0,0,4.11212121212121,Daman,Kandahar,RC-South,8619.364762,1079.083008,103,Pashto,Pashtun,3.73611111111111,3,3,1.364650576695544,0.1713350388476249,Never treated,0,83
DAM-081,5,0,DAM-081 5,0,0,3.05625,Daman,Kandahar,RC-South,8619.364762,1079.083008,103,Pashto,Pashtun,3.73611111111111,3,3,-0.8619998307300519,0.1713350388476249,Never treated,0,83
DAM-083,1,0,DAM-083 1,0,0,3.69166666666667,Daman,Kandahar,RC-South,12887.119118,1084.157959,530,Pashto,Pashtun,3.69642857142857,3,3,0.47798440548751414,0.08162564339755227,Never treated,0,84
DAM-083,2,0,DAM-083 2,0,0,3.67916666666667,Daman,Kandahar,RC-South,12887.119118,1084.157959,530,Pashto,Pashtun,3.39166666666667,3,3,0.45162405985700443,-0.607342513658989,Never treated,0,84
DAM-083,3,0,DAM-083 3,0,0,3.08125,Daman,Kandahar,RC-South,12887.119118,1084.157959,530,Pashto,Pashtun,2.94270833333333,3,3,-0.8092791394690334,-1.6222921864322561,Never treated,0,84
DAM-083,4,0,DAM-083 4,0,0,3.38333333333333,Daman,Kandahar,RC-South,12887.119118,1084.157959,530,Pashto,Pashtun,3.53472222222222,3,3,-0.17223745339839688,-0.2839401430614922,Never treated,0,84
DAM-083,5,0,DAM-083 5,0,0,3.86458333333333,Daman,Kandahar,RC-South,12887.119118,1084.157959,530,Pashto,Pashtun,3.54166666666667,3,3,0.8426358533762127,-0.26824099885771713,Never treated,0,84
DND-052,1,0,DND-052 1,0,0,4.26888888888889,Dand,Kandahar,RC-South,6638.772741,998.93981900000006,250,Pashto,Pashtun,4.02083333333333,0,5,1.695246588158586,0.8149999512018874,Never treated,0,85
DND-052,2,0,DND-052 2,0,0,3.08333333333333,Dand,Kandahar,RC-South,6638.772741,998.93981900000006,250,Pashto,Pashtun,3.15,0,5,-0.804885748530622,-1.1536727319499354,Never treated,0,85
DND-052,3,0,DND-052 3,0,0,3.42222222222222,Dand,Kandahar,RC-South,6638.772741,998.93981900000006,250,Pashto,Pashtun,3.29166666666667,0,7,-0.09022748921458841,-0.8334101901931704,Never treated,0,85
