"FALSE"	0.532376535	0.714883307
"FALSE"	0.483611646	0.652468785
"FALSE"	0.546912918	0.740514529
"FALSE"	0.530756697	0.681562901
"FALSE"	0.525106303	0.708356353
"FALSE"	0.577095775	0.738522888
"FALSE"	0.530702072	0.674309042
"FALSE"	0.624929791	0.630820146
"FALSE"	0.583717459	0.700837709
"FALSE"	0.606799821	0.635712632
"FALSE"	0.588246859	0.634894433
"FALSE"	0.530827315	0.746088321
"FALSE"	0.485359622	0.772216065
"FALSE"	0.481352189	0.723249409
"FALSE"	0.465026156	0.656670305
"FALSE"	0.501431376	0.722437511
"FALSE"	0.569533728	0.758852904
"FALSE"	0.586062203	0.696268067
"TRUE"	0.645117366	0.666541835
"FALSE"	0.554538717	0.65986144
"FALSE"	0.576328804	0.672427246
"FALSE"	0.588533102	0.620737064
"FALSE"	0.515503442	0.731886266
"TRUE"	0.563201209	0.806445345
"FALSE"	0.513479389	0.759179285
"FALSE"	0.500888383	0.753634996
"FALSE"	0.561437651	0.694789025
"FALSE"	0.530169583	0.736110419
"FALSE"	0.585906205	0.741301181
"FALSE"	0.570791138	0.704998601
"FALSE"	0.564887696	0.680611356
"FALSE"	0.594730415	0.617880879
"TRUE"	0.632274202	0.668371045
"FALSE"	0.496554377	0.770189468
"FALSE"	0.480851099	0.766518508
"FALSE"	0.547955703	0.754089638
"FALSE"	0.507022445	0.762962056
"FALSE"	0.534021602	0.714722299
"FALSE"	0.527410106	0.737169247
"FALSE"	0.535712458	0.686731576
"FALSE"	0.561682182	0.720974702
"FALSE"	0.532079525	0.761234082
"FALSE"	0.572779482	0.723546792
"FALSE"	0.591339415	0.629657474
"TRUE"	0.484372679	0.819470709
"FALSE"	0.442684779	0.774121286
"FALSE"	0.479148431	0.764009609
"FALSE"	0.532202786	0.727396005
"FALSE"	0.55317194	0.753470513
"FALSE"	0.538807768	0.733321214
"FALSE"	0.560186183	0.694571737
"FALSE"	0.581337136	0.687585601
"FALSE"	0.534906086	0.766541383
"FALSE"	0.57107709	0.659183215
"FALSE"	0.554471236	0.684459053
"FALSE"	0.50393124	0.796838368
"TRUE"	0.513831634	0.808167894
"FALSE"	0.521250901	0.709959884
"FALSE"	0.5006933	0.733085368
"FALSE"	0.54987455	0.767031096
"FALSE"	0.533602974	0.703036204
"FALSE"	0.522997364	0.744994278
"FALSE"	0.542072827	0.717714193
"FALSE"	0.547653819	0.72594812
"TRUE"	0.594113735	0.75886946
"FALSE"	0.484442368	0.738042878
"FALSE"	0.480744918	0.754164109
"FALSE"	0.493471901	0.758122245
"FALSE"	0.530045698	0.736416822
"FALSE"	0.509464815	0.785689592
"FALSE"	0.512890377	0.766049905
"FALSE"	0.556606204	0.715148149
"FALSE"	0.543149382	0.729062672
"FALSE"	0.576572296	0.683187004
"FALSE"	0.474479195	0.779227788
"FALSE"	0.48971013	0.769682899
"FALSE"	0.492703148	0.80026757
"FALSE"	0.54644019	0.768341778
"FALSE"	0.549154119	0.777851602
"FALSE"	0.526478265	0.736395825
"TRUE"	0.564946408	0.76438486
"TRUE"	0.601476049	0.729036253
"FALSE"	0.476105084	0.79145336
