0.132231405	0	0.035087719
0.181818182	333	0.058479532
0.140495868	666	0.070175439
0.115702479	999	0.070175439
0.05785124	1332	0.058479532
0.049586777	1665	0.058479532
0.033057851	1998	0.029239766
0.074380165	2331	0.035087719
0.05785124	2664	0.070175439
0.033057851	2997	0.011695906
0.016528926	3330	0.023391813
0.016528926	3663	0.040935673
0.008264463	3996	0.029239766
0.008264463	4329	0.01754386
0.016528926	4662	0.023391813
0.008264463	4995	0.029239766
0	5328	0.040935673
0	5661	0.005847953
0	5994	0.011695906
0	6327	0.011695906
0.008264463	6660	0.011695906
0	6993	0.023391813
0	7326	0.023391813
0	7659	0.005847953
0	7992	0.005847953
0	8325	0
0	8658	0.005847953
0	8991	0.035087719
0	9324	0.023391813
0	9657	0.005847953
0	9990	0.011695906
0.008264463	10323	0
0	10656	0
0.008264463	10989	0.005847953
0	11322	0.005847953
0.008264463	11655	0.005847953
0.008264463	11988	0.011695906
0	12321	0.005847953
0	12654	0.005847953
0.008264463	12987	0.005847953
0	13320	0.011695906
0	13653	0
0	13986	0.005847953
0	14319	0
0	14652	0
0	14985	0.005847953
0	15318	0.011695906
0	15651	0
0	15984	0.005847953
0	16317	0
0	16650	0
0	16983	0
0	17316	0
0	17649	0
0	17982	0
0	18315	0
0	18648	0
0	18981	0
0	19314	0.01754386
