0.6	0.7184	0.735	0.9254	0.7296	0.7362	0.9258
0.65	0.5895	0.675	0.9192	0.5896	0.6789	0.9204
0.7	0.5716	0.6689	0.913	0.5732	0.6693	0.9141
0.75	0.5536	0.6628	0.9096	0.5578	0.6631	0.9106
0.8	0.5356	0.6576	0.858	0.5424	0.6578	0.8595
0.85	0.5308	0.6162	0.8193	0.5336	0.625	0.8193
0.9	0.5302	0.6147	0.7644	0.538	0.6227	0.7731
