Percent,lower,upper,Item,vars,n,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
0.9168026101141925,0.8949213095548724,0.9386839106735126,donor_act,1,613,0.27640589268233057,1,1,0,0,1,1,-3.010953688945816,7.077395602956608,0.011163928856795981
0.7944535073409462,0.7624373180551404,0.8264696966267521,donor_oversee,2,613,0.40443041106440575,1,0.8676171079429735,0,0,1,1,-1.4537638664123251,0.11362271373413124,0.016334790451941788
0.46818923327895595,0.428655335575594,0.5077231309823179,oversee_conf_bin,3,613,0.4993945518131133,0,0.46028513238289204,0,0,1,1,0.127189505861374,-1.9870563778449766,0.020170355971103036
